VBELN,FKART,FKDAT,REF_SO,KUNNR,NETWR,WAERK,STATUS
9000000378,F2,2026-09-06,4500000398,0000100060,1778.54,USD,Posted
9000000379,F2,2026-06-18,4500000399,0000100128,61.62,USD,Posted
9000000380,F2,2024-11-01,4500000400,0000100119,2588.23,USD,Posted
9000000381,F2,2026-02-17,4500000401,0000100177,14320.02,USD,Posted
9000000382,F2,2024-12-22,4500000402,0000100014,2999.54,USD,Posted
9000000383,F2,2026-09-11,4500000403,0000100020,653.05,USD,Posted
9000000384,G2,2025-08-15,4500000404,0000100018,-15.38,USD,Posted
9000000385,F2,2026-03-13,4500000405,0000100178,4152.76,USD,Posted
9000000386,F2,2025-03-23,4500000406,0000100112,5305.75,USD,Posted
9000000387,F2,2026-01-07,4500000407,0000100071,599.03,USD,Posted
9000000388,F2,2024-10-07,4500000408,0000100071,1843.56,USD,Posted
9000000389,F2,2026-04-23,4500000409,0000100151,3648.04,USD,Posted
9000000390,F2,2025-04-02,4500000410,0000100069,783.21,USD,Posted
9000000391,F2,2025-08-04,4500000412,0000100019,2060.52,USD,Posted
9000000392,F2,2025-09-15,4500000413,0000100178,1960.94,USD,Posted
9000000393,F2,2024-10-21,4500000414,0000100027,1891.66,USD,Posted
9000000394,F2,2025-01-19,4500000415,0000100144,77.4,USD,Posted
9000000395,F2,2025-06-23,4500000416,0000100170,915.49,USD,Posted
9000000396,F2,2025-10-20,4500000417,0000100030,571.2,USD,Posted
9000000397,F2,2026-02-08,4500000418,0000100189,642.85,USD,Posted
9000000398,F2,2024-12-26,4500000419,0000100122,1066.24,USD,Posted
9000000399,F2,2026-05-14,4500000420,0000100189,1225.07,USD,Posted
9000000400,F2,2025-06-07,4500000421,0000100053,2092.77,USD,Posted
9000000401,F2,2025-06-17,4500000423,0000100039,1135.28,USD,Posted
9000000402,F2,2025-08-13,4500000424,0000100014,1876.87,USD,Posted
9000000403,F2,2025-06-04,4500000425,0000100033,7837.44,USD,Posted
9000000404,F2,2024-11-16,4500000426,0000100044,3606.48,USD,Posted
9000000405,F2,2026-07-29,4500000427,0000100000,1845.95,USD,Posted
9000000406,F2,2025-11-21,4500000428,0000100108,2055.26,USD,Posted
9000000407,F2,2026-03-24,4500000429,0000100027,728.64,USD,Posted
9000000408,F2,2025-01-09,4500000430,0000100188,8709.07,USD,Posted
9000000409,F2,2025-09-10,4500000431,0000100052,954.5,USD,Posted
9000000410,F2,2025-04-15,4500000432,0000100033,4409.74,USD,Posted
9000000411,F2,2025-03-31,4500000433,0000100010,1089.38,USD,Posted
9000000412,F2,2025-07-04,4500000434,0000100165,1214.09,USD,Posted
9000000413,F2,2025-12-17,4500000435,0000100012,922.2,USD,Posted
9000000414,F2,2025-08-17,4500000436,0000100017,3573.54,USD,Posted
9000000415,F2,2026-02-08,4500000437,0000100089,2908.54,USD,Posted
9000000416,F2,2026-09-07,4500000438,0000100031,564.24,USD,Posted
9000000417,F2,2025-11-20,4500000439,0000100076,667.84,USD,Posted
9000000418,F2,2026-04-25,4500000440,0000100012,9853.89,USD,Posted
9000000419,F2,2026-08-15,4500000441,0000100121,367.12,USD,Posted
9000000420,F2,2026-08-26,4500000442,0000100063,680.9,USD,Posted
9000000421,F2,2025-05-28,4500000443,0000100028,2182.36,USD,Posted
9000000422,F2,2026-05-22,4500000444,0000100142,2881.29,USD,Posted
9000000423,F2,2026-02-06,4500000445,0000100022,5908.25,USD,Posted
9000000424,F2,2024-09-30,4500000446,0000100164,145.92,USD,Posted
9000000425,F2,2026-05-06,4500000447,0000100084,400.92,USD,Posted
9000000426,F2,2026-07-04,4500000448,0000100130,1153.12,USD,Posted
9000000427,G2,2025-05-22,4500000450,0000100145,-13.18,USD,Posted
9000000428,F2,2026-03-04,4500000451,0000100046,2644.23,USD,Posted
9000000429,F2,2026-05-14,4500000452,0000100016,5604.88,USD,Posted
9000000430,F2,2025-08-10,4500000453,0000100075,880.75,USD,Posted
9000000431,F2,2025-12-24,4500000454,0000100014,5860.31,USD,Posted
9000000432,F2,2025-06-21,4500000455,0000100000,2829.39,USD,Posted
9000000433,F2,2026-07-23,4500000456,0000100017,224.96,USD,Posted
9000000434,F2,2025-10-08,4500000457,0000100057,529.31,USD,Posted
9000000435,F2,2025-03-13,4500000458,0000100081,828.92,USD,Posted
9000000436,F2,2025-07-26,4500000459,0000100044,22872.87,USD,Posted
9000000437,F2,2025-11-18,4500000460,0000100133,3367.34,USD,Posted
9000000438,F2,2025-06-21,4500000461,0000100001,24.54,USD,Posted
9000000439,F2,2025-12-23,4500000463,0000100126,1835.14,USD,Posted
9000000440,F2,2025-05-10,4500000464,0000100046,1081.02,USD,Posted
9000000441,G2,2025-09-11,4500000465,0000100170,-667.18,USD,Posted
9000000442,F2,2024-11-17,4500000466,0000100136,377.95,USD,Posted
9000000443,F2,2025-05-10,4500000467,0000100033,744.25,USD,Posted
9000000444,F2,2024-12-10,4500000468,0000100149,3039.38,USD,Posted
9000000445,F2,2025-09-05,4500000469,0000100107,1800.81,USD,Posted
9000000446,F2,2025-05-13,4500000470,0000100050,1991.22,USD,Posted
9000000447,F2,2025-06-21,4500000471,0000100071,2928.42,USD,Posted
9000000448,F2,2024-10-12,4500000472,0000100132,6138.31,USD,Posted
9000000449,F2,2025-02-20,4500000474,0000100015,1225.44,USD,Posted
9000000450,F2,2024-09-25,4500000475,0000100145,1385.81,USD,Posted
9000000451,F2,2025-11-19,4500000476,0000100192,2873.17,USD,Posted
9000000452,F2,2024-10-15,4500000477,0000100098,8989.58,USD,Posted
9000000453,F2,2025-11-07,4500000478,0000100097,8909.71,USD,Posted
9000000454,G2,2026-07-16,4500000479,0000100089,-433.65,USD,Posted
9000000455,F2,2024-10-30,4500000480,0000100052,2627.68,USD,Posted
9000000456,F2,2025-08-28,4500000481,0000100077,668.4,USD,Posted
9000000457,F2,2026-05-17,4500000482,0000100166,1050.96,USD,Posted
9000000458,F2,2025-03-07,4500000483,0000100142,8070.74,USD,Posted
9000000459,F2,2024-12-19,4500000484,0000100155,1795.62,USD,Posted
9000000460,F2,2026-02-09,4500000486,0000100028,1798.03,USD,Posted
9000000461,F2,2026-03-26,4500000487,0000100040,1199.92,USD,Posted
9000000462,F2,2025-07-27,4500000488,0000100194,1448.5,USD,Posted
9000000463,F2,2025-05-26,4500000489,0000100101,2615.49,USD,Posted
9000000464,F2,2026-09-08,4500000490,0000100009,667.15,USD,Posted
9000000465,F2,2025-03-20,4500000491,0000100188,4805.82,USD,Posted
9000000466,F2,2026-04-27,4500000492,0000100146,102.0,USD,Posted
9000000467,F2,2026-04-27,4500000493,0000100048,938.82,USD,Posted
9000000468,F2,2025-08-13,4500000494,0000100086,634.08,USD,Posted
9000000469,F2,2026-04-10,4500000495,0000100004,79.95,USD,Posted
9000000470,F2,2025-05-10,4500000496,0000100131,216.49,USD,Posted
9000000471,F2,2026-07-08,4500000497,0000100084,1606.09,USD,Posted
9000000472,F2,2026-03-17,4500000498,0000100029,312.33,USD,Posted
9000000473,F2,2025-12-14,4500000499,0000100147,684.3,USD,Posted
9000000474,F2,2026-05-20,4500000500,0000100078,1723.83,USD,Posted
9000000475,F2,2026-01-26,4500000501,0000100136,3642.3,USD,Posted
9000000476,F2,2026-06-10,4500000502,0000100106,1559.78,USD,Posted
9000000477,F2,2025-06-01,4500000503,0000100016,1605.89,USD,Posted
9000000478,F2,2025-06-18,4500000504,0000100056,2701.94,USD,Posted
9000000479,F2,2026-08-08,4500000505,0000100144,5005.05,USD,Posted
9000000480,F2,2025-07-29,4500000506,0000100063,1065.27,USD,Posted
9000000481,F2,2025-05-02,4500000507,0000100024,5719.95,USD,Posted
9000000482,F2,2026-05-01,4500000508,0000100160,1775.7,USD,Posted
9000000483,F2,2025-05-30,4500000509,0000100040,1688.92,USD,Posted
9000000484,G2,2025-07-17,4500000510,0000100188,-738.64,USD,Posted
9000000485,F2,2025-11-08,4500000511,0000100169,1210.0,USD,Posted
9000000486,F2,2024-11-20,4500000512,0000100150,3387.39,USD,Posted
9000000487,F2,2025-12-07,4500000514,0000100167,2549.05,USD,Posted
9000000488,F2,2024-10-20,4500000515,0000100146,2581.14,USD,Posted
9000000489,F2,2024-11-22,4500000516,0000100022,3678.41,USD,Posted
9000000490,F2,2025-04-17,4500000517,0000100148,231.0,USD,Posted
9000000491,F2,2025-07-28,4500000518,0000100097,4379.71,USD,Posted
9000000492,F2,2026-04-24,4500000519,0000100173,393.3,USD,Posted
9000000493,F2,2026-04-22,4500000520,0000100198,776.65,USD,Posted
9000000494,F2,2026-03-11,4500000521,0000100183,200.96,USD,Posted
9000000495,G2,2026-03-04,4500000522,0000100083,-101.67,USD,Posted
9000000496,F2,2024-11-22,4500000524,0000100040,232.3,USD,Posted
9000000497,F2,2025-06-01,4500000525,0000100170,1394.98,USD,Posted
9000000498,F2,2026-03-15,4500000526,0000100181,7578.51,USD,Posted
9000000499,F2,2024-10-06,4500000527,0000100145,72.45,USD,Posted
9000000500,F2,2025-03-13,4500000528,0000100085,130.64,USD,Posted
9000000501,F2,2024-10-02,4500000529,0000100022,2373.91,USD,Posted
9000000502,F2,2025-05-11,4500000530,0000100071,2135.78,USD,Posted
9000000503,F2,2025-05-12,4500000531,0000100141,1032.33,USD,Posted
9000000504,G2,2025-09-05,4500000532,0000100069,-205.91,USD,Posted
9000000505,F2,2025-01-22,4500000533,0000100052,4551.6,USD,Posted
9000000506,F2,2025-10-18,4500000534,0000100133,1697.38,USD,Posted
9000000507,G2,2024-12-14,4500000535,0000100138,-237.1,USD,Posted
9000000508,F2,2026-04-14,4500000536,0000100008,4019.33,USD,Posted
9000000509,F2,2026-05-17,4500000537,0000100108,3588.27,USD,Posted
9000000510,F2,2025-07-15,4500000538,0000100000,3819.84,USD,Posted
9000000511,G2,2026-06-26,4500000539,0000100012,-609.67,USD,Posted
9000000512,F2,2026-01-16,4500000540,0000100079,2064.76,USD,Posted
9000000513,F2,2025-11-02,4500000541,0000100084,2597.22,USD,Posted
9000000514,F2,2025-12-28,4500000542,0000100020,5523.61,USD,Posted
9000000515,F2,2025-08-09,4500000543,0000100135,4947.73,USD,Posted
9000000516,F2,2026-07-06,4500000545,0000100156,1881.64,USD,Posted
9000000517,G2,2025-03-03,4500000546,0000100006,-271.0,USD,Posted
9000000518,F2,2026-06-14,4500000547,0000100147,144.34,USD,Posted
9000000519,F2,2025-06-26,4500000548,0000100002,526.68,USD,Posted
9000000520,F2,2025-10-23,4500000549,0000100154,749.88,USD,Posted
9000000521,F2,2025-12-15,4500000550,0000100047,3657.93,USD,Posted
9000000522,F2,2025-06-08,4500000551,0000100029,1756.65,USD,Posted
9000000523,F2,2026-09-08,4500000552,0000100179,3013.35,USD,Posted
9000000524,F2,2026-05-31,4500000553,0000100114,1091.95,USD,Posted
9000000525,F2,2025-06-24,4500000554,0000100137,1203.69,USD,Posted
9000000526,F2,2025-05-23,4500000555,0000100179,787.36,USD,Posted
9000000527,F2,2026-06-27,4500000556,0000100049,998.43,USD,Posted
9000000528,S1,2026-08-02,4500000557,0000100162,828.26,USD,Cancelled
9000000529,F2,2025-06-09,4500000558,0000100198,2391.22,USD,Posted
9000000530,F2,2024-12-20,4500000559,0000100057,1580.82,USD,Posted
9000000531,F2,2025-10-14,4500000560,0000100113,6251.33,USD,Posted
9000000532,F2,2025-08-20,4500000561,0000100156,742.9,USD,Posted
9000000533,F2,2025-08-06,4500000562,0000100033,6953.0,USD,Posted
9000000534,F2,2025-12-04,4500000563,0000100144,3961.27,USD,Posted
9000000535,F2,2024-09-29,4500000564,0000100165,284.24,USD,Posted
9000000536,G2,2025-11-03,4500000565,0000100129,-428.63,USD,Posted
9000000537,G2,2026-01-29,4500000566,0000100016,-1982.56,USD,Posted
9000000538,F2,2025-10-25,4500000567,0000100156,9879.07,USD,Posted
9000000539,F2,2024-09-20,4500000568,0000100002,4212.87,USD,Posted
9000000540,F2,2025-11-09,4500000569,0000100022,214.5,USD,Posted
9000000541,F2,2026-07-22,4500000570,0000100126,117.8,USD,Posted
9000000542,F2,2026-01-28,4500000571,0000100184,5653.05,USD,Posted
9000000543,F2,2025-09-30,4500000572,0000100159,2125.83,USD,Posted
9000000544,F2,2025-06-16,4500000573,0000100141,1910.7,USD,Posted
9000000545,F2,2025-02-22,4500000574,0000100027,1520.99,USD,Posted
9000000546,F2,2025-08-19,4500000575,0000100193,3599.54,USD,Posted
9000000547,F2,2026-08-21,4500000576,0000100091,1023.22,USD,Posted
9000000548,F2,2025-01-03,4500000577,0000100125,1005.98,USD,Posted
9000000549,F2,2025-12-13,4500000578,0000100128,2594.58,USD,Posted
9000000550,F2,2025-10-06,4500000579,0000100075,379.26,USD,Posted
9000000551,F2,2024-11-23,4500000580,0000100079,59.72,USD,Posted
9000000552,F2,2025-03-13,4500000581,0000100166,549.1,USD,Posted
9000000553,F2,2025-03-28,4500000582,0000100182,2241.39,USD,Posted
9000000554,F2,2024-11-19,4500000583,0000100153,987.2,USD,Posted
9000000555,F2,2024-11-23,4500000584,0000100073,912.33,USD,Posted
9000000556,G2,2026-05-14,4500000585,0000100021,-316.41,USD,Posted
9000000557,F2,2025-05-04,4500000586,0000100078,716.18,USD,Posted
9000000558,F2,2026-01-20,4500000587,0000100051,2688.9,USD,Posted
9000000559,F2,2025-09-27,4500000589,0000100194,2984.4,USD,Posted
9000000560,F2,2025-08-12,4500000590,0000100012,1046.28,USD,Posted
9000000561,F2,2024-10-13,4500000591,0000100130,6745.44,USD,Posted
9000000562,F2,2024-12-17,4500000593,0000100023,579.48,USD,Posted
9000000563,F2,2026-05-04,4500000594,0000100033,3770.19,USD,Posted
9000000564,F2,2026-02-10,4500000595,0000100057,756.13,USD,Posted
9000000565,F2,2026-08-17,4500000596,0000100002,541.8,USD,Posted
9000000566,G2,2026-02-05,4500000597,0000100179,-2117.78,USD,Posted
9000000567,F2,2025-02-28,4500000598,0000100073,8041.4,USD,Posted
9000000568,F2,2025-11-14,4500000599,0000100087,2989.68,USD,Posted
9000000569,F2,2026-01-15,4500000600,0000100126,4650.27,USD,Posted
9000000570,F2,2025-04-05,4500000601,0000100106,4176.66,USD,Posted
9000000571,F2,2025-07-14,4500000602,0000100100,179.27,USD,Posted
9000000572,F2,2026-04-22,4500000603,0000100001,328.16,USD,Posted
9000000573,F2,2025-02-16,4500000604,0000100196,1917.02,USD,Posted
9000000574,F2,2024-10-07,4500000605,0000100092,3189.34,USD,Posted
9000000575,F2,2026-07-05,4500000606,0000100196,2982.31,USD,Posted
9000000576,F2,2025-05-20,4500000607,0000100178,1445.96,USD,Posted
9000000577,F2,2025-12-03,4500000608,0000100128,3400.52,USD,Posted
9000000578,F2,2026-08-31,4500000609,0000100063,1635.79,USD,Posted
9000000579,G2,2025-02-09,4500000610,0000100154,-429.88,USD,Posted
9000000580,F2,2025-03-25,4500000611,0000100148,782.87,USD,Posted
9000000581,F2,2025-05-19,4500000612,0000100170,370.6,USD,Posted
9000000582,F2,2025-04-11,4500000613,0000100137,1749.72,USD,Posted
9000000583,S1,2025-09-12,4500000614,0000100185,4340.39,USD,Cancelled
9000000584,F2,2024-09-30,4500000615,0000100179,979.7,USD,Posted
9000000585,F2,2026-04-27,4500000616,0000100140,341.37,USD,Posted
9000000586,G2,2025-02-22,4500000618,0000100175,-179.87,USD,Posted
9000000587,G2,2025-06-30,4500000619,0000100006,-476.54,USD,Posted
9000000588,F2,2025-06-19,4500000620,0000100061,276.22,USD,Posted
9000000589,F2,2026-02-11,4500000621,0000100195,2342.16,USD,Posted
9000000590,F2,2026-06-07,4500000623,0000100154,933.24,USD,Posted
9000000591,F2,2026-08-12,4500000624,0000100062,3184.58,USD,Posted
9000000592,F2,2025-03-26,4500000625,0000100130,1105.3,USD,Posted
9000000593,F2,2024-12-08,4500000626,0000100060,376.8,USD,Posted
9000000594,F2,2025-12-05,4500000627,0000100016,629.62,USD,Posted
9000000595,F2,2024-11-02,4500000628,0000100132,3728.5,USD,Posted
9000000596,F2,2025-02-05,4500000630,0000100036,7401.6,USD,Posted
9000000597,F2,2025-07-09,4500000632,0000100026,3524.61,USD,Posted
9000000598,F2,2026-05-20,4500000633,0000100175,342.24,USD,Posted
9000000599,F2,2025-11-20,4500000634,0000100004,5882.17,USD,Posted
9000000600,F2,2026-03-18,4500000635,0000100026,339.01,USD,Posted
9000000601,F2,2026-01-14,4500000636,0000100088,52.05,USD,Posted
9000000602,F2,2026-04-12,4500000637,0000100179,668.58,USD,Posted
9000000603,F2,2026-03-09,4500000638,0000100038,140.66,USD,Posted
9000000604,F2,2026-04-30,4500000639,0000100092,1455.2,USD,Posted
9000000605,F2,2025-03-07,4500000642,0000100092,557.41,USD,Posted
9000000606,F2,2026-05-09,4500000643,0000100106,784.35,USD,Posted
9000000607,F2,2024-12-12,4500000644,0000100152,1362.36,USD,Posted
9000000608,S1,2024-10-21,4500000646,0000100052,7785.59,USD,Cancelled
9000000609,F2,2024-09-25,4500000647,0000100090,792.36,USD,Posted
9000000610,F2,2026-03-04,4500000648,0000100165,971.72,USD,Posted
9000000611,F2,2026-03-06,4500000649,0000100145,6456.02,USD,Posted
9000000612,F2,2026-04-14,4500000650,0000100176,4025.89,USD,Posted
9000000613,F2,2025-06-16,4500000651,0000100181,2544.06,USD,Posted
9000000614,F2,2026-01-30,4500000652,0000100101,4324.74,USD,Posted
9000000615,F2,2026-03-12,4500000653,0000100151,4551.43,USD,Posted
9000000616,G2,2025-03-01,4500000654,0000100147,-43.73,USD,Posted
9000000617,F2,2024-12-15,4500000655,0000100142,2037.59,USD,Posted
9000000618,F2,2024-10-31,4500000656,0000100015,4713.7,USD,Posted
9000000619,G2,2025-04-28,4500000657,0000100010,-684.2,USD,Posted
9000000620,F2,2026-04-04,4500000658,0000100141,85.35,USD,Posted
9000000621,F2,2025-03-04,4500000659,0000100131,120.0,USD,Posted
9000000622,F2,2026-05-19,4500000660,0000100070,266.4,USD,Posted
9000000623,F2,2026-01-05,4500000661,0000100181,4012.64,USD,Posted
9000000624,S1,2026-08-17,4500000662,0000100171,3426.17,USD,Cancelled
9000000625,G2,2025-04-08,4500000663,0000100111,-427.2,USD,Posted
9000000626,F2,2026-08-27,4500000664,0000100001,33.76,USD,Posted
9000000627,G2,2026-04-06,4500000665,0000100069,-473.75,USD,Posted
9000000628,F2,2024-10-23,4500000666,0000100038,4376.44,USD,Posted
9000000629,F2,2024-12-13,4500000668,0000100004,1353.94,USD,Posted
9000000630,F2,2025-05-15,4500000669,0000100179,1864.4,USD,Posted
9000000631,F2,2025-11-20,4500000670,0000100168,1600.2,USD,Posted
9000000632,F2,2026-08-27,4500000671,0000100139,5870.9,USD,Posted
9000000633,F2,2026-06-05,4500000672,0000100123,1415.62,USD,Posted
9000000634,G2,2025-05-03,4500000673,0000100017,-16.55,USD,Posted
9000000635,F2,2025-11-18,4500000674,0000100086,1337.19,USD,Posted
9000000636,F2,2025-09-17,4500000675,0000100196,1556.27,USD,Posted
9000000637,S1,2024-09-30,4500000676,0000100005,1383.9,USD,Cancelled
9000000638,G2,2025-04-13,4500000677,0000100095,-2.98,USD,Posted
9000000639,F2,2025-09-17,4500000678,0000100182,3116.88,USD,Posted
9000000640,F2,2025-09-20,4500000679,0000100005,146.4,USD,Posted
9000000641,F2,2026-02-20,4500000680,0000100074,995.04,USD,Posted
9000000642,F2,2025-04-29,4500000681,0000100021,2772.4,USD,Posted
9000000643,F2,2026-09-06,4500000682,0000100083,219.96,USD,Posted
9000000644,F2,2026-07-16,4500000683,0000100052,1442.25,USD,Posted
9000000645,G2,2025-04-20,4500000684,0000100071,-522.82,USD,Posted
9000000646,G2,2024-12-20,4500000685,0000100067,-541.47,USD,Posted
9000000647,F2,2025-02-27,4500000686,0000100138,1402.94,USD,Posted
9000000648,F2,2025-05-29,4500000687,0000100011,2220.65,USD,Posted
9000000649,F2,2025-08-31,4500000688,0000100008,5760.73,USD,Posted
9000000650,F2,2025-07-28,4500000689,0000100090,1305.14,USD,Posted
9000000651,F2,2025-12-03,4500000690,0000100032,531.62,USD,Posted
9000000652,G2,2026-02-26,4500000691,0000100194,-177.48,USD,Posted
9000000653,F2,2024-09-24,4500000692,0000100194,3659.42,USD,Posted
9000000654,G2,2024-12-19,4500000693,0000100033,-795.73,USD,Posted
9000000655,F2,2025-08-04,4500000694,0000100172,2374.44,USD,Posted
9000000656,F2,2025-09-17,4500000695,0000100094,239.36,USD,Posted
9000000657,F2,2026-03-14,4500000696,0000100038,59.25,USD,Posted
9000000658,F2,2026-03-22,4500000697,0000100039,1379.91,USD,Posted
9000000659,F2,2025-06-27,4500000698,0000100093,2811.16,USD,Posted
9000000660,F2,2025-12-28,4500000699,0000100168,4378.55,USD,Posted
9000000661,F2,2025-04-17,4500000700,0000100117,1516.21,USD,Posted
9000000662,F2,2025-09-26,4500000701,0000100064,310.76,USD,Posted
9000000663,F2,2026-05-22,4500000702,0000100071,200.34,USD,Posted
9000000664,F2,2026-03-08,4500000703,0000100049,6258.42,USD,Posted
9000000665,F2,2024-10-02,4500000704,0000100007,2864.17,USD,Posted
9000000666,F2,2026-03-03,4500000705,0000100167,231.6,USD,Posted
9000000667,F2,2025-11-11,4500000706,0000100005,2250.74,USD,Posted
9000000668,F2,2026-07-01,4500000707,0000100050,4273.84,USD,Posted
9000000669,F2,2024-10-27,4500000708,0000100015,1985.11,USD,Posted
9000000670,F2,2024-09-16,4500000709,0000100084,3439.63,USD,Posted
9000000671,F2,2025-04-28,4500000710,0000100087,3015.16,USD,Posted
9000000672,F2,2026-08-30,4500000711,0000100097,2342.2,USD,Posted
9000000673,F2,2025-05-24,4500000712,0000100110,1265.2,USD,Posted
9000000674,F2,2025-10-24,4500000713,0000100065,1159.14,USD,Posted
9000000675,F2,2025-02-18,4500000714,0000100023,2978.93,USD,Posted
9000000676,F2,2025-09-21,4500000715,0000100025,56.08,USD,Posted
9000000677,F2,2026-03-25,4500000716,0000100108,10243.28,USD,Posted
9000000678,F2,2025-05-04,4500000717,0000100015,8460.64,USD,Posted
9000000679,F2,2024-11-15,4500000718,0000100074,124.1,USD,Posted
9000000680,F2,2025-11-26,4500000719,0000100041,830.84,USD,Posted
9000000681,F2,2024-10-08,4500000721,0000100039,1462.48,USD,Posted
9000000682,F2,2025-01-08,4500000722,0000100192,1129.01,USD,Posted
9000000683,F2,2025-05-31,4500000723,0000100054,5051.07,USD,Posted
9000000684,F2,2025-01-11,4500000724,0000100018,514.79,USD,Posted
9000000685,F2,2026-08-19,4500000725,0000100147,2363.48,USD,Posted
9000000686,F2,2026-01-30,4500000726,0000100094,257.25,USD,Posted
9000000687,F2,2026-03-31,4500000727,0000100107,34.3,USD,Posted
9000000688,F2,2026-01-27,4500000728,0000100039,3096.77,USD,Posted
9000000689,F2,2025-05-10,4500000729,0000100007,1492.08,USD,Posted
9000000690,F2,2024-10-01,4500000730,0000100171,2713.34,USD,Posted
9000000691,F2,2024-09-24,4500000731,0000100166,6445.69,USD,Posted
9000000692,G2,2024-12-27,4500000732,0000100189,-493.56,USD,Posted
9000000693,F2,2025-06-11,4500000733,0000100165,3021.9,USD,Posted
9000000694,F2,2025-10-09,4500000734,0000100190,5270.72,USD,Posted
9000000695,F2,2026-03-19,4500000735,0000100047,2474.49,USD,Posted
9000000696,F2,2026-07-31,4500000736,0000100160,1775.63,USD,Posted
9000000697,F2,2026-05-25,4500000737,0000100017,9456.54,USD,Posted
9000000698,F2,2026-02-19,4500000739,0000100163,271.14,USD,Posted
9000000699,F2,2026-08-18,4500000740,0000100016,1206.9,USD,Posted
9000000700,F2,2026-08-08,4500000741,0000100029,1186.59,USD,Posted
9000000701,F2,2025-12-16,4500000742,0000100045,2973.43,USD,Posted
9000000702,F2,2026-02-07,4500000743,0000100090,4561.9,USD,Posted
9000000703,F2,2026-05-20,4500000744,0000100062,7124.32,USD,Posted
9000000704,F2,2026-06-13,4500000745,0000100167,554.73,USD,Posted
9000000705,F2,2025-10-09,4500000746,0000100082,1944.18,USD,Posted
9000000706,F2,2025-11-04,4500000747,0000100034,184.32,USD,Posted
9000000707,F2,2026-08-21,4500000748,0000100127,83.07,USD,Posted
9000000708,F2,2025-04-17,4500000749,0000100031,717.72,USD,Posted
9000000709,F2,2025-05-22,4500000750,0000100062,494.72,USD,Posted
9000000710,F2,2025-09-30,4500000752,0000100138,8487.55,USD,Posted
9000000711,F2,2025-11-28,4500000753,0000100019,3373.17,USD,Posted
9000000712,F2,2025-06-22,4500000754,0000100145,1461.0,USD,Posted
9000000713,F2,2024-09-20,4500000755,0000100163,5752.82,USD,Posted
9000000714,G2,2025-11-16,4500000756,0000100190,-264.02,USD,Posted
9000000715,F2,2026-04-23,4500000757,0000100194,3446.96,USD,Posted
9000000716,F2,2025-08-03,4500000758,0000100150,1612.9,USD,Posted
9000000717,F2,2024-12-18,4500000759,0000100060,3567.66,USD,Posted
9000000718,F2,2024-10-24,4500000761,0000100159,4663.04,USD,Posted
9000000719,F2,2026-06-10,4500000762,0000100133,1771.75,USD,Posted
9000000720,F2,2025-12-16,4500000763,0000100007,923.5,USD,Posted
9000000721,F2,2026-04-22,4500000764,0000100190,1057.98,USD,Posted
9000000722,F2,2026-05-12,4500000765,0000100143,10756.52,USD,Posted
9000000723,F2,2024-10-04,4500000766,0000100188,2153.65,USD,Posted
9000000724,F2,2025-10-22,4500000767,0000100199,116.48,USD,Posted
9000000725,F2,2025-01-09,4500000768,0000100054,2267.01,USD,Posted
9000000726,F2,2025-04-14,4500000769,0000100018,580.73,USD,Posted
9000000727,F2,2025-01-30,4500000770,0000100141,4956.96,USD,Posted
9000000728,F2,2025-09-29,4500000771,0000100028,888.14,USD,Posted
9000000729,F2,2024-11-15,4500000773,0000100118,3621.24,USD,Posted
9000000730,F2,2026-04-26,4500000774,0000100198,3371.84,USD,Posted
9000000731,F2,2026-05-25,4500000775,0000100050,2093.04,USD,Posted
9000000732,G2,2025-10-18,4500000776,0000100029,-134.9,USD,Posted
9000000733,F2,2026-06-27,4500000777,0000100146,672.07,USD,Posted
9000000734,F2,2025-10-13,4500000778,0000100153,343.33,USD,Posted
9000000735,F2,2025-01-12,4500000779,0000100080,3532.05,USD,Posted
9000000736,F2,2026-04-27,4500000780,0000100175,429.18,USD,Posted
9000000737,F2,2025-10-22,4500000781,0000100141,4609.46,USD,Posted
9000000738,F2,2025-06-20,4500000782,0000100114,3680.52,USD,Posted
9000000739,F2,2024-11-23,4500000783,0000100100,4483.69,USD,Posted
9000000740,F2,2026-05-21,4500000784,0000100121,557.92,USD,Posted
9000000741,F2,2025-04-06,4500000785,0000100082,241.83,USD,Posted
9000000742,F2,2026-08-28,4500000786,0000100069,2329.2,USD,Posted
9000000743,F2,2025-03-04,4500000787,0000100125,1211.86,USD,Posted
9000000744,F2,2025-04-04,4500000788,0000100116,3535.11,USD,Posted
9000000745,F2,2025-12-25,4500000789,0000100128,1280.84,USD,Posted
9000000746,F2,2026-02-13,4500000790,0000100163,53.44,USD,Posted
9000000747,F2,2026-07-30,4500000791,0000100076,2868.04,USD,Posted
9000000748,F2,2025-04-20,4500000792,0000100027,11564.9,USD,Posted
9000000749,F2,2024-12-02,4500000793,0000100033,1941.35,USD,Posted
9000000750,F2,2026-05-12,4500000794,0000100132,33.5,USD,Posted
9000000751,F2,2025-06-03,4500000795,0000100193,7159.66,USD,Posted
9000000752,F2,2024-12-05,4500000796,0000100160,1083.6,USD,Posted
9000000753,F2,2025-04-26,4500000797,0000100042,334.97,USD,Posted
9000000754,G2,2025-05-27,4500000798,0000100053,-56.43,USD,Posted
9000000755,F2,2026-05-23,4500000801,0000100029,1247.36,USD,Posted
9000000756,F2,2025-11-04,4500000802,0000100125,2143.94,USD,Posted
9000000757,F2,2025-08-10,4500000803,0000100038,515.97,USD,Posted
