BELNR,BUKRS,GJAHR,BUDAT,BUZEI,HKONT,SHKZG,DMBTR,REF_BILLING
5000000350,US10,2026,2026-04-21,002,0800000000,H,1540.85,9000000350
5000000351,US10,2025,2025-12-13,001,0140000000,S,1563.56,9000000351
5000000351,US10,2025,2025-12-13,002,0800000000,H,1563.56,9000000351
5000000352,US10,2025,2025-09-24,001,0140000000,S,1589.83,9000000352
5000000352,US10,2025,2025-09-24,002,0800000000,H,1589.83,9000000352
5000000353,US10,2025,2025-08-02,001,0140000000,S,671.52,9000000353
5000000353,US10,2025,2025-08-02,002,0800000000,H,671.52,9000000353
5000000354,DE20,2025,2025-09-05,001,0140000000,S,5056.12,9000000354
5000000354,DE20,2025,2025-09-05,002,0800000000,H,5056.12,9000000354
5000000355,DE20,2025,2025-03-25,001,0140000000,S,2734.84,9000000355
5000000355,DE20,2025,2025-03-25,002,0800000000,H,2734.84,9000000355
5000000356,DE20,2026,2026-05-20,001,0140000000,H,2185.29,9000000356
5000000356,DE20,2026,2026-05-20,002,0801000000,S,2185.29,9000000356
5000000357,DE20,2026,2026-04-25,001,0140000000,S,4469.53,9000000357
5000000357,DE20,2026,2026-04-25,002,0800000000,H,4469.53,9000000357
5000000358,US10,2025,2025-06-29,001,0140000000,S,967.64,9000000358
5000000358,US10,2025,2025-06-29,002,0800000000,H,967.64,9000000358
5000000359,DE20,2025,2025-07-07,001,0140000000,S,523.05,9000000359
5000000359,DE20,2025,2025-07-07,002,0800000000,H,523.05,9000000359
5000000360,IN30,2026,2026-07-29,001,0140000000,S,601.71,9000000360
5000000360,IN30,2026,2026-07-29,002,0800000000,H,601.71,9000000360
5000000361,DE20,2024,2024-10-02,001,0140000000,H,54.52,9000000361
5000000361,DE20,2024,2024-10-02,002,0801000000,S,54.52,9000000361
5000000362,DE20,2026,2026-03-30,001,0140000000,H,615.61,9000000362
5000000362,DE20,2026,2026-03-30,002,0801000000,S,615.61,9000000362
5000000363,DE20,2025,2025-01-16,001,0140000000,S,99.26,9000000363
5000000363,DE20,2025,2025-01-16,002,0800000000,H,99.26,9000000363
5000000364,DE20,2025,2025-02-06,001,0140000000,S,2549.55,9000000364
5000000364,DE20,2025,2025-02-06,002,0800000000,H,2549.55,9000000364
5000000365,US10,2025,2025-05-30,001,0140000000,S,145.95,9000000365
5000000365,US10,2025,2025-05-30,002,0800000000,H,145.95,9000000365
5000000367,US10,2025,2025-05-07,001,0140000000,S,652.86,9000000367
5000000367,US10,2025,2025-05-07,002,0800000000,H,652.86,9000000367
5000000368,US10,2025,2025-09-27,001,0140000000,S,1950.26,9000000368
5000000368,US10,2025,2025-09-27,002,0800000000,H,1950.26,9000000368
5000000369,DE20,2025,2025-09-27,001,0140000000,S,2300.1,9000000369
5000000369,DE20,2025,2025-09-27,002,0800000000,H,2300.1,9000000369
5000000370,US10,2026,2026-07-20,001,0140000000,S,1900.11,9000000370
5000000370,US10,2026,2026-07-20,002,0800000000,H,1900.11,9000000370
5000000371,DE20,2025,2025-11-13,001,0140000000,S,2236.62,9000000371
5000000371,DE20,2025,2025-11-13,002,0800000000,H,2236.62,9000000371
5000000372,US10,2025,2025-04-02,001,0140000000,S,2000.52,9000000372
5000000372,US10,2025,2025-04-02,002,0800000000,H,2000.52,9000000372
5000000373,US10,2025,2025-12-24,001,0140000000,S,4939.43,9000000373
5000000373,US10,2025,2025-12-24,002,0800000000,H,4939.43,9000000373
5000000374,US10,2025,2025-10-30,001,0140000000,S,168.74,9000000374
5000000374,US10,2025,2025-10-30,002,0800000000,H,168.74,9000000374
5000000375,US10,2025,2025-04-25,001,0140000000,S,1019.17,9000000375
5000000375,US10,2025,2025-04-25,002,0800000000,H,1019.17,9000000375
5000000376,US10,2026,2026-02-25,001,0140000000,S,1357.8,9000000376
5000000376,US10,2026,2026-02-25,002,0800000000,H,1357.8,9000000376
5000000377,US10,2024,2024-09-21,001,0140000000,S,1516.14,9000000377
5000000377,US10,2024,2024-09-21,002,0800000000,H,1516.14,9000000377
5000000378,US10,2026,2026-09-06,001,0140000000,S,1778.54,9000000378
5000000378,US10,2026,2026-09-06,002,0800000000,H,1778.54,9000000378
5000000379,DE20,2026,2026-06-18,001,0140000000,S,61.62,9000000379
5000000379,DE20,2026,2026-06-18,002,0800000000,H,61.62,9000000379
5000000380,US10,2024,2024-11-01,001,0140000000,S,2588.23,9000000380
5000000380,US10,2024,2024-11-01,002,0800000000,H,2588.23,9000000380
5000000381,DE20,2026,2026-02-17,001,0140000000,S,14320.02,9000000381
5000000381,DE20,2026,2026-02-17,002,0800000000,H,14320.02,9000000381
5000000382,US10,2024,2024-12-22,001,0140000000,S,2999.54,9000000382
5000000382,US10,2024,2024-12-22,002,0800000000,H,2999.54,9000000382
5000000383,US10,2026,2026-09-11,001,0140000000,S,653.05,9000000383
5000000383,US10,2026,2026-09-11,002,0800000000,H,653.05,9000000383
5000000384,US10,2025,2025-08-15,001,0140000000,H,15.38,9000000384
5000000384,US10,2025,2025-08-15,002,0801000000,S,15.38,9000000384
5000000385,US10,2026,2026-03-13,001,0140000000,S,4152.76,9000000385
5000000385,US10,2026,2026-03-13,002,0800000000,H,4152.76,9000000385
5000000386,US10,2025,2025-03-23,001,0140000000,S,5305.75,9000000386
5000000386,US10,2025,2025-03-23,002,0800000000,H,5305.75,9000000386
5000000387,US10,2026,2026-01-07,001,0140000000,S,599.03,9000000387
5000000387,US10,2026,2026-01-07,002,0800000000,H,599.03,9000000387
5000000388,US10,2024,2024-10-07,001,0140000000,S,1843.56,9000000388
5000000388,US10,2024,2024-10-07,002,0800000000,H,1843.56,9000000388
5000000389,US10,2026,2026-04-23,001,0140000000,S,3648.04,9000000389
5000000389,US10,2026,2026-04-23,002,0800000000,H,3648.04,9000000389
5000000390,US10,2025,2025-04-02,001,0140000000,S,783.21,9000000390
5000000390,US10,2025,2025-04-02,002,0800000000,H,783.21,9000000390
5000000391,DE20,2025,2025-08-04,001,0140000000,S,2060.52,9000000391
5000000391,DE20,2025,2025-08-04,002,0800000000,H,2060.52,9000000391
5000000392,US10,2025,2025-09-15,001,0140000000,S,1960.94,9000000392
5000000392,US10,2025,2025-09-15,002,0800000000,H,1960.94,9000000392
5000000393,US10,2024,2024-10-21,001,0140000000,S,1891.66,9000000393
5000000393,US10,2024,2024-10-21,002,0800000000,H,1891.66,9000000393
5000000394,US10,2025,2025-01-19,001,0140000000,S,77.4,9000000394
5000000394,US10,2025,2025-01-19,002,0800000000,H,77.4,9000000394
5000000395,US10,2025,2025-06-23,001,0140000000,S,915.49,9000000395
5000000395,US10,2025,2025-06-23,002,0800000000,H,915.49,9000000395
5000000396,DE20,2025,2025-10-20,001,0140000000,S,571.2,9000000396
5000000396,DE20,2025,2025-10-20,002,0800000000,H,571.2,9000000396
5000000397,DE20,2026,2026-02-08,001,0140000000,S,642.85,9000000397
5000000397,DE20,2026,2026-02-08,002,0800000000,H,642.85,9000000397
5000000398,US10,2024,2024-12-26,001,0140000000,S,1066.24,9000000398
5000000398,US10,2024,2024-12-26,002,0800000000,H,1066.24,9000000398
5000000399,US10,2026,2026-05-14,001,0140000000,S,1225.07,9000000399
5000000399,US10,2026,2026-05-14,002,0800000000,H,1225.07,9000000399
5000000400,US10,2025,2025-06-07,001,0140000000,S,2092.77,9000000400
5000000400,US10,2025,2025-06-07,002,0800000000,H,2092.77,9000000400
5000000401,DE20,2025,2025-06-17,001,0140000000,S,1135.28,9000000401
5000000401,DE20,2025,2025-06-17,002,0800000000,H,1135.28,9000000401
5000000402,IN30,2025,2025-08-13,001,0140000000,S,1876.87,9000000402
5000000402,IN30,2025,2025-08-13,002,0800000000,H,1876.87,9000000402
5000000403,DE20,2025,2025-06-04,001,0140000000,S,7837.44,9000000403
5000000403,DE20,2025,2025-06-04,002,0800000000,H,7837.44,9000000403
5000000404,IN30,2024,2024-11-16,001,0140000000,S,3606.48,9000000404
5000000404,IN30,2024,2024-11-16,002,0800000000,H,3606.48,9000000404
5000000405,US10,2026,2026-07-29,001,0140000000,S,1845.95,9000000405
5000000405,US10,2026,2026-07-29,002,0800000000,H,1845.95,9000000405
5000000406,US10,2025,2025-11-21,001,0140000000,S,2055.26,9000000406
5000000406,US10,2025,2025-11-21,002,0800000000,H,2055.26,9000000406
5000000407,US10,2026,2026-03-24,001,0140000000,S,728.64,9000000407
5000000407,US10,2026,2026-03-24,002,0800000000,H,728.64,9000000407
5000000408,US10,2025,2025-01-09,001,0140000000,S,8709.07,9000000408
5000000408,US10,2025,2025-01-09,002,0800000000,H,8709.07,9000000408
5000000409,US10,2025,2025-09-10,001,0140000000,S,954.5,9000000409
5000000409,US10,2025,2025-09-10,002,0800000000,H,954.5,9000000409
5000000410,IN30,2025,2025-04-15,001,0140000000,S,4409.74,9000000410
5000000410,IN30,2025,2025-04-15,002,0800000000,H,4409.74,9000000410
5000000411,US10,2025,2025-03-31,001,0140000000,S,1089.38,9000000411
5000000411,US10,2025,2025-03-31,002,0800000000,H,1089.38,9000000411
5000000412,US10,2025,2025-07-04,001,0140000000,S,1214.09,9000000412
5000000412,US10,2025,2025-07-04,002,0800000000,H,1214.09,9000000412
5000000413,DE20,2025,2025-12-17,001,0140000000,S,922.2,9000000413
5000000413,DE20,2025,2025-12-17,002,0800000000,H,922.2,9000000413
5000000414,US10,2025,2025-08-17,001,0140000000,S,3573.54,9000000414
5000000414,US10,2025,2025-08-17,002,0800000000,H,3573.54,9000000414
5000000415,DE20,2026,2026-02-08,001,0140000000,S,2908.54,9000000415
5000000415,DE20,2026,2026-02-08,002,0800000000,H,2908.54,9000000415
5000000416,DE20,2026,2026-09-07,001,0140000000,S,564.24,9000000416
5000000416,DE20,2026,2026-09-07,002,0800000000,H,564.24,9000000416
5000000417,US10,2025,2025-11-20,001,0140000000,S,667.84,9000000417
5000000417,US10,2025,2025-11-20,002,0800000000,H,667.84,9000000417
5000000418,DE20,2026,2026-04-25,001,0140000000,S,9853.89,9000000418
5000000418,DE20,2026,2026-04-25,002,0800000000,H,9853.89,9000000418
5000000419,US10,2026,2026-08-15,001,0140000000,S,367.12,9000000419
5000000419,US10,2026,2026-08-15,002,0800000000,H,367.12,9000000419
5000000420,US10,2026,2026-08-26,001,0140000000,S,680.9,9000000420
5000000420,US10,2026,2026-08-26,002,0800000000,H,680.9,9000000420
5000000421,DE20,2025,2025-05-28,001,0140000000,S,2182.36,9000000421
5000000421,DE20,2025,2025-05-28,002,0800000000,H,2182.36,9000000421
5000000422,DE20,2026,2026-05-22,001,0140000000,S,2881.29,9000000422
5000000422,DE20,2026,2026-05-22,002,0800000000,H,2881.29,9000000422
5000000423,US10,2026,2026-02-06,001,0140000000,S,5908.25,9000000423
5000000423,US10,2026,2026-02-06,002,0800000000,H,5908.25,9000000423
5000000424,US10,2024,2024-09-30,001,0140000000,S,145.92,9000000424
5000000424,US10,2024,2024-09-30,002,0800000000,H,145.92,9000000424
5000000425,US10,2026,2026-05-06,001,0140000000,S,400.92,9000000425
5000000425,US10,2026,2026-05-06,002,0800000000,H,400.92,9000000425
5000000426,IN30,2026,2026-07-04,001,0140000000,S,1153.12,9000000426
5000000426,IN30,2026,2026-07-04,002,0800000000,H,1153.12,9000000426
5000000427,US10,2025,2025-05-22,001,0140000000,H,13.18,9000000427
5000000427,US10,2025,2025-05-22,002,0801000000,S,13.18,9000000427
5000000428,US10,2026,2026-03-04,001,0140000000,S,2644.23,9000000428
5000000428,US10,2026,2026-03-04,002,0800000000,H,2644.23,9000000428
5000000429,IN30,2026,2026-05-14,001,0140000000,S,5604.88,9000000429
5000000429,IN30,2026,2026-05-14,002,0800000000,H,5604.88,9000000429
5000000430,IN30,2025,2025-08-10,001,0140000000,S,880.75,9000000430
5000000430,IN30,2025,2025-08-10,002,0800000000,H,880.75,9000000430
5000000431,US10,2025,2025-12-24,001,0140000000,S,5860.31,9000000431
5000000431,US10,2025,2025-12-24,002,0800000000,H,5860.31,9000000431
5000000432,US10,2025,2025-06-21,001,0140000000,S,2829.39,9000000432
5000000432,US10,2025,2025-06-21,002,0800000000,H,2829.39,9000000432
5000000433,US10,2026,2026-07-23,001,0140000000,S,224.96,9000000433
5000000433,US10,2026,2026-07-23,002,0800000000,H,224.96,9000000433
5000000434,US10,2025,2025-10-08,001,0140000000,S,529.31,9000000434
5000000434,US10,2025,2025-10-08,002,0800000000,H,529.31,9000000434
5000000435,US10,2025,2025-03-13,001,0140000000,S,828.92,9000000435
5000000435,US10,2025,2025-03-13,002,0800000000,H,828.92,9000000435
5000000436,US10,2025,2025-07-26,001,0140000000,S,22872.87,9000000436
5000000436,US10,2025,2025-07-26,002,0800000000,H,22872.87,9000000436
5000000437,DE20,2025,2025-11-18,001,0140000000,S,3367.34,9000000437
5000000437,DE20,2025,2025-11-18,002,0800000000,H,3367.34,9000000437
5000000438,IN30,2025,2025-06-21,001,0140000000,S,24.54,9000000438
5000000438,IN30,2025,2025-06-21,002,0800000000,H,24.54,9000000438
5000000439,US10,2025,2025-12-23,001,0140000000,S,1835.14,9000000439
5000000439,US10,2025,2025-12-23,002,0800000000,H,1835.14,9000000439
5000000440,US10,2025,2025-05-10,001,0140000000,S,1081.02,9000000440
5000000440,US10,2025,2025-05-10,002,0800000000,H,1081.02,9000000440
5000000441,DE20,2025,2025-09-11,001,0140000000,H,667.18,9000000441
5000000441,DE20,2025,2025-09-11,002,0801000000,S,667.18,9000000441
5000000442,US10,2024,2024-11-17,001,0140000000,S,377.95,9000000442
5000000442,US10,2024,2024-11-17,002,0800000000,H,377.95,9000000442
5000000443,DE20,2025,2025-05-10,001,0140000000,S,744.25,9000000443
5000000443,DE20,2025,2025-05-10,002,0800000000,H,744.25,9000000443
5000000444,US10,2024,2024-12-10,001,0140000000,S,3039.38,9000000444
5000000444,US10,2024,2024-12-10,002,0800000000,H,3039.38,9000000444
5000000445,US10,2025,2025-09-05,001,0140000000,S,1800.81,9000000445
5000000445,US10,2025,2025-09-05,002,0800000000,H,1800.81,9000000445
5000000446,US10,2025,2025-05-13,001,0140000000,S,1991.22,9000000446
5000000446,US10,2025,2025-05-13,002,0800000000,H,1991.22,9000000446
5000000447,US10,2025,2025-06-21,001,0140000000,S,2928.42,9000000447
5000000447,US10,2025,2025-06-21,002,0800000000,H,2928.42,9000000447
5000000448,DE20,2024,2024-10-12,001,0140000000,S,6138.31,9000000448
5000000448,DE20,2024,2024-10-12,002,0800000000,H,6138.31,9000000448
5000000449,US10,2025,2025-02-20,001,0140000000,S,1225.44,9000000449
5000000449,US10,2025,2025-02-20,002,0800000000,H,1225.44,9000000449
5000000450,DE20,2024,2024-09-25,001,0140000000,S,1385.81,9000000450
5000000450,DE20,2024,2024-09-25,002,0800000000,H,1385.81,9000000450
5000000451,IN30,2025,2025-11-19,001,0140000000,S,2873.17,9000000451
5000000451,IN30,2025,2025-11-19,002,0800000000,H,2873.17,9000000451
5000000452,DE20,2024,2024-10-15,001,0140000000,S,8989.58,9000000452
5000000452,DE20,2024,2024-10-15,002,0800000000,H,8989.58,9000000452
5000000453,US10,2025,2025-11-07,001,0140000000,S,8909.71,9000000453
5000000453,US10,2025,2025-11-07,002,0800000000,H,8909.71,9000000453
5000000454,IN30,2026,2026-07-16,001,0140000000,H,433.65,9000000454
5000000454,IN30,2026,2026-07-16,002,0801000000,S,433.65,9000000454
5000000455,DE20,2024,2024-10-30,001,0140000000,S,2627.68,9000000455
5000000455,DE20,2024,2024-10-30,002,0800000000,H,2627.68,9000000455
5000000456,DE20,2025,2025-08-28,001,0140000000,S,668.4,9000000456
5000000456,DE20,2025,2025-08-28,002,0800000000,H,668.4,9000000456
5000000457,US10,2026,2026-05-17,001,0140000000,S,1050.96,9000000457
5000000457,US10,2026,2026-05-17,002,0800000000,H,1050.96,9000000457
5000000458,US10,2025,2025-03-07,001,0140000000,S,8070.74,9000000458
5000000458,US10,2025,2025-03-07,002,0800000000,H,8070.74,9000000458
5000000459,US10,2024,2024-12-19,001,0140000000,S,1795.62,9000000459
5000000459,US10,2024,2024-12-19,002,0800000000,H,1795.62,9000000459
5000000460,US10,2026,2026-02-09,001,0140000000,S,1798.03,9000000460
5000000460,US10,2026,2026-02-09,002,0800000000,H,1798.03,9000000460
5000000461,US10,2026,2026-03-26,001,0140000000,S,1199.92,9000000461
5000000461,US10,2026,2026-03-26,002,0800000000,H,1199.92,9000000461
5000000462,DE20,2025,2025-07-27,001,0140000000,S,1448.5,9000000462
5000000462,DE20,2025,2025-07-27,002,0800000000,H,1448.5,9000000462
5000000463,DE20,2025,2025-05-26,001,0140000000,S,2615.49,9000000463
5000000463,DE20,2025,2025-05-26,002,0800000000,H,2615.49,9000000463
5000000464,US10,2026,2026-09-08,001,0140000000,S,667.15,9000000464
5000000464,US10,2026,2026-09-08,002,0800000000,H,667.15,9000000464
5000000465,IN30,2025,2025-03-20,001,0140000000,S,4805.82,9000000465
5000000465,IN30,2025,2025-03-20,002,0800000000,H,4805.82,9000000465
5000000466,US10,2026,2026-04-27,001,0140000000,S,102.0,9000000466
5000000466,US10,2026,2026-04-27,002,0800000000,H,102.0,9000000466
5000000467,US10,2026,2026-04-27,001,0140000000,S,938.82,9000000467
5000000467,US10,2026,2026-04-27,002,0800000000,H,938.82,9000000467
5000000468,US10,2025,2025-08-13,001,0140000000,S,634.08,9000000468
5000000468,US10,2025,2025-08-13,002,0800000000,H,634.08,9000000468
5000000469,DE20,2026,2026-04-10,001,0140000000,S,79.95,9000000469
5000000469,DE20,2026,2026-04-10,002,0800000000,H,79.95,9000000469
5000000470,DE20,2025,2025-05-10,001,0140000000,S,216.49,9000000470
5000000470,DE20,2025,2025-05-10,002,0800000000,H,216.49,9000000470
5000000471,US10,2026,2026-07-08,001,0140000000,S,1606.09,9000000471
5000000471,US10,2026,2026-07-08,002,0800000000,H,1606.09,9000000471
5000000472,US10,2026,2026-03-17,001,0140000000,S,312.33,9000000472
5000000472,US10,2026,2026-03-17,002,0800000000,H,312.33,9000000472
5000000473,US10,2025,2025-12-14,001,0140000000,S,684.3,9000000473
5000000473,US10,2025,2025-12-14,002,0800000000,H,684.3,9000000473
5000000474,US10,2026,2026-05-20,001,0140000000,S,1723.83,9000000474
5000000474,US10,2026,2026-05-20,002,0800000000,H,1723.83,9000000474
5000000475,US10,2026,2026-01-26,001,0140000000,S,3642.3,9000000475
5000000475,US10,2026,2026-01-26,002,0800000000,H,3642.3,9000000475
5000000476,US10,2026,2026-06-10,001,0140000000,S,1559.78,9000000476
5000000476,US10,2026,2026-06-10,002,0800000000,H,1559.78,9000000476
5000000477,US10,2025,2025-06-01,001,0140000000,S,1605.89,9000000477
5000000477,US10,2025,2025-06-01,002,0800000000,H,1605.89,9000000477
5000000478,DE20,2025,2025-06-18,001,0140000000,S,2701.94,9000000478
5000000478,DE20,2025,2025-06-18,002,0800000000,H,2701.94,9000000478
5000000479,US10,2026,2026-08-08,001,0140000000,S,5005.05,9000000479
5000000479,US10,2026,2026-08-08,002,0800000000,H,5005.05,9000000479
5000000480,DE20,2025,2025-07-29,001,0140000000,S,1065.27,9000000480
5000000480,DE20,2025,2025-07-29,002,0800000000,H,1065.27,9000000480
5000000481,IN30,2025,2025-05-02,001,0140000000,S,5719.95,9000000481
5000000481,IN30,2025,2025-05-02,002,0800000000,H,5719.95,9000000481
5000000482,US10,2026,2026-05-01,001,0140000000,S,1775.7,9000000482
5000000482,US10,2026,2026-05-01,002,0800000000,H,1775.7,9000000482
5000000483,US10,2025,2025-05-30,001,0140000000,S,1688.92,9000000483
5000000483,US10,2025,2025-05-30,002,0800000000,H,1688.92,9000000483
5000000484,DE20,2025,2025-07-17,001,0140000000,H,738.64,9000000484
5000000484,DE20,2025,2025-07-17,002,0801000000,S,738.64,9000000484
5000000485,US10,2025,2025-11-08,001,0140000000,S,1210.0,9000000485
5000000485,US10,2025,2025-11-08,002,0800000000,H,1210.0,9000000485
5000000486,DE20,2024,2024-11-20,001,0140000000,S,3387.39,9000000486
5000000486,DE20,2024,2024-11-20,002,0800000000,H,3387.39,9000000486
5000000487,IN30,2025,2025-12-07,001,0140000000,S,2549.05,9000000487
5000000487,IN30,2025,2025-12-07,002,0800000000,H,2549.05,9000000487
5000000488,IN30,2024,2024-10-20,001,0140000000,S,2581.14,9000000488
5000000488,IN30,2024,2024-10-20,002,0800000000,H,2581.14,9000000488
5000000489,DE20,2024,2024-11-22,001,0140000000,S,3678.41,9000000489
5000000489,DE20,2024,2024-11-22,002,0800000000,H,3678.41,9000000489
5000000490,IN30,2025,2025-04-17,001,0140000000,S,231.0,9000000490
5000000490,IN30,2025,2025-04-17,002,0800000000,H,231.0,9000000490
5000000491,US10,2025,2025-07-28,001,0140000000,S,4379.71,9000000491
5000000491,US10,2025,2025-07-28,002,0800000000,H,4379.71,9000000491
5000000492,US10,2026,2026-04-24,001,0140000000,S,393.3,9000000492
5000000492,US10,2026,2026-04-24,002,0800000000,H,393.3,9000000492
5000000493,US10,2026,2026-04-22,001,0140000000,S,776.65,9000000493
5000000493,US10,2026,2026-04-22,002,0800000000,H,776.65,9000000493
5000000494,IN30,2026,2026-03-11,001,0140000000,S,200.96,9000000494
5000000494,IN30,2026,2026-03-11,002,0800000000,H,200.96,9000000494
5000000495,US10,2026,2026-03-04,001,0140000000,H,101.67,9000000495
5000000495,US10,2026,2026-03-04,002,0801000000,S,101.67,9000000495
5000000496,IN30,2024,2024-11-22,001,0140000000,S,232.3,9000000496
5000000496,IN30,2024,2024-11-22,002,0800000000,H,232.3,9000000496
5000000497,DE20,2025,2025-06-01,001,0140000000,S,1394.98,9000000497
5000000497,DE20,2025,2025-06-01,002,0800000000,H,1394.98,9000000497
5000000498,US10,2026,2026-03-15,001,0140000000,S,7578.51,9000000498
5000000498,US10,2026,2026-03-15,002,0800000000,H,7578.51,9000000498
5000000499,US10,2024,2024-10-06,001,0140000000,S,72.45,9000000499
5000000499,US10,2024,2024-10-06,002,0800000000,H,72.45,9000000499
5000000500,US10,2025,2025-03-13,001,0140000000,S,130.64,9000000500
5000000500,US10,2025,2025-03-13,002,0800000000,H,130.64,9000000500
5000000501,US10,2024,2024-10-02,001,0140000000,S,2373.91,9000000501
5000000501,US10,2024,2024-10-02,002,0800000000,H,2373.91,9000000501
5000000502,IN30,2025,2025-05-11,001,0140000000,S,2135.78,9000000502
5000000502,IN30,2025,2025-05-11,002,0800000000,H,2135.78,9000000502
5000000503,US10,2025,2025-05-12,001,0140000000,S,1032.33,9000000503
5000000503,US10,2025,2025-05-12,002,0800000000,H,1032.33,9000000503
5000000504,IN30,2025,2025-09-05,001,0140000000,H,205.91,9000000504
5000000504,IN30,2025,2025-09-05,002,0801000000,S,205.91,9000000504
5000000505,US10,2025,2025-01-22,001,0140000000,S,4551.6,9000000505
5000000505,US10,2025,2025-01-22,002,0800000000,H,4551.6,9000000505
5000000506,US10,2025,2025-10-18,001,0140000000,S,1697.38,9000000506
5000000506,US10,2025,2025-10-18,002,0800000000,H,1697.38,9000000506
5000000507,US10,2024,2024-12-14,001,0140000000,H,237.1,9000000507
5000000507,US10,2024,2024-12-14,002,0801000000,S,237.1,9000000507
5000000508,US10,2026,2026-04-14,001,0140000000,S,4019.33,9000000508
5000000508,US10,2026,2026-04-14,002,0800000000,H,4019.33,9000000508
5000000509,DE20,2026,2026-05-17,001,0140000000,S,3588.27,9000000509
5000000509,DE20,2026,2026-05-17,002,0800000000,H,3588.27,9000000509
5000000510,US10,2025,2025-07-15,001,0140000000,S,3819.84,9000000510
5000000510,US10,2025,2025-07-15,002,0800000000,H,3819.84,9000000510
5000000511,DE20,2026,2026-06-26,001,0140000000,H,609.67,9000000511
5000000511,DE20,2026,2026-06-26,002,0801000000,S,609.67,9000000511
5000000512,IN30,2026,2026-01-16,001,0140000000,S,2064.76,9000000512
5000000512,IN30,2026,2026-01-16,002,0800000000,H,2064.76,9000000512
5000000513,IN30,2025,2025-11-02,001,0140000000,S,2597.22,9000000513
5000000513,IN30,2025,2025-11-02,002,0800000000,H,2597.22,9000000513
5000000514,DE20,2025,2025-12-28,001,0140000000,S,5523.61,9000000514
5000000514,DE20,2025,2025-12-28,002,0800000000,H,5523.61,9000000514
5000000515,DE20,2025,2025-08-09,001,0140000000,S,4947.73,9000000515
5000000515,DE20,2025,2025-08-09,002,0800000000,H,4947.73,9000000515
5000000516,US10,2026,2026-07-06,001,0140000000,S,1881.64,9000000516
5000000516,US10,2026,2026-07-06,002,0800000000,H,1881.64,9000000516
5000000517,US10,2025,2025-03-03,001,0140000000,H,271.0,9000000517
5000000517,US10,2025,2025-03-03,002,0801000000,S,271.0,9000000517
5000000518,US10,2026,2026-06-14,001,0140000000,S,144.34,9000000518
5000000518,US10,2026,2026-06-14,002,0800000000,H,144.34,9000000518
5000000519,IN30,2025,2025-06-26,001,0140000000,S,526.68,9000000519
5000000519,IN30,2025,2025-06-26,002,0800000000,H,526.68,9000000519
5000000520,US10,2025,2025-10-23,001,0140000000,S,749.88,9000000520
5000000520,US10,2025,2025-10-23,002,0800000000,H,749.88,9000000520
5000000521,DE20,2025,2025-12-15,001,0140000000,S,3657.93,9000000521
5000000521,DE20,2025,2025-12-15,002,0800000000,H,3657.93,9000000521
5000000522,DE20,2025,2025-06-08,001,0140000000,S,1756.65,9000000522
5000000522,DE20,2025,2025-06-08,002,0800000000,H,1756.65,9000000522
5000000523,IN30,2026,2026-09-08,001,0140000000,S,3013.35,9000000523
5000000523,IN30,2026,2026-09-08,002,0800000000,H,3013.35,9000000523
5000000524,IN30,2026,2026-05-31,001,0140000000,S,1091.95,9000000524
5000000524,IN30,2026,2026-05-31,002,0800000000,H,1091.95,9000000524
5000000525,US10,2025,2025-06-24,001,0140000000,S,1203.69,9000000525
5000000525,US10,2025,2025-06-24,002,0800000000,H,1203.69,9000000525
5000000526,DE20,2025,2025-05-23,001,0140000000,S,787.36,9000000526
5000000526,DE20,2025,2025-05-23,002,0800000000,H,787.36,9000000526
5000000527,IN30,2026,2026-06-27,001,0140000000,S,998.43,9000000527
5000000527,IN30,2026,2026-06-27,002,0800000000,H,998.43,9000000527
5000000529,US10,2025,2025-06-09,001,0140000000,S,2391.22,9000000529
5000000529,US10,2025,2025-06-09,002,0800000000,H,2391.22,9000000529
5000000530,IN30,2024,2024-12-20,001,0140000000,S,1580.82,9000000530
5000000530,IN30,2024,2024-12-20,002,0800000000,H,1580.82,9000000530
5000000531,US10,2025,2025-10-14,001,0140000000,S,6251.33,9000000531
5000000531,US10,2025,2025-10-14,002,0800000000,H,6251.33,9000000531
5000000532,IN30,2025,2025-08-20,001,0140000000,S,742.9,9000000532
5000000532,IN30,2025,2025-08-20,002,0800000000,H,742.9,9000000532
5000000533,US10,2025,2025-08-06,001,0140000000,S,6953.0,9000000533
5000000533,US10,2025,2025-08-06,002,0800000000,H,6953.0,9000000533
5000000534,US10,2025,2025-12-04,001,0140000000,S,3961.27,9000000534
5000000534,US10,2025,2025-12-04,002,0800000000,H,3961.27,9000000534
5000000535,US10,2024,2024-09-29,001,0140000000,S,284.24,9000000535
5000000535,US10,2024,2024-09-29,002,0800000000,H,284.24,9000000535
5000000536,DE20,2025,2025-11-03,001,0140000000,H,428.63,9000000536
5000000536,DE20,2025,2025-11-03,002,0801000000,S,428.63,9000000536
5000000537,US10,2026,2026-01-29,001,0140000000,H,1982.56,9000000537
5000000537,US10,2026,2026-01-29,002,0801000000,S,1982.56,9000000537
5000000538,US10,2025,2025-10-25,001,0140000000,S,9879.07,9000000538
5000000538,US10,2025,2025-10-25,002,0800000000,H,9879.07,9000000538
5000000539,US10,2024,2024-09-20,001,0140000000,S,4212.87,9000000539
5000000539,US10,2024,2024-09-20,002,0800000000,H,4212.87,9000000539
5000000540,US10,2025,2025-11-09,001,0140000000,S,214.5,9000000540
