LOG_ID,TIMESTAMP,INTERFACE_ID,SOURCE_SYSTEM,TARGET_SYSTEM,MESSAGE_TYPE,STATUS,LATENCY_MS,PAYLOAD_SIZE_KB,RETRY_COUNT
LOG-0004121,2026-08-21 00:03:15.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,162.9,3.35,0
LOG-0000038,2026-08-21 00:05:52.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,39.9,11.69,0
LOG-0002239,2026-08-21 00:21:40.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,41.5,0.7,0
LOG-0001631,2026-08-21 00:40:45.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,351.5,14.41,0
LOG-0003890,2026-08-21 00:43:51.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,74.9,22.35,0
LOG-0000496,2026-08-21 00:49:48.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,71.6,6.35,0
LOG-0002077,2026-08-21 00:52:17.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,TIMEOUT,30.8,6.19,1
LOG-0001699,2026-08-21 00:56:26.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,99.2,0.86,0
LOG-0000450,2026-08-21 01:05:14.079035,IF-005,SAP_S4HANA,BTP_APP,OData,FAILED,137.5,3.15,0
LOG-0003870,2026-08-21 01:47:37.079035,IF-005,SAP_S4HANA,BTP_APP,OData,FAILED,37.2,4.26,0
LOG-0000567,2026-08-21 01:50:27.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,153.2,67.88,0
LOG-0001421,2026-08-21 01:56:17.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,72.6,1.08,0
LOG-0003318,2026-08-21 02:03:17.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,51.6,12.85,0
LOG-0002218,2026-08-21 02:28:14.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,93.1,9.04,0
LOG-0001145,2026-08-21 02:28:43.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,FAILED,87.7,13.98,0
LOG-0003733,2026-08-21 02:49:18.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,23.1,6.84,0
LOG-0004467,2026-08-21 02:50:44.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,FAILED,26.0,2.7,3
LOG-0001446,2026-08-21 02:51:55.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,21.5,11.55,0
LOG-0002579,2026-08-21 03:03:08.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,164.4,3.94,0
LOG-0002726,2026-08-21 03:20:39.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,58.8,23.15,0
LOG-0004759,2026-08-21 03:36:27.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,87.6,0.99,0
LOG-0004059,2026-08-21 03:38:52.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,74.9,8.25,0
LOG-0003265,2026-08-21 03:41:27.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,79.7,5.55,0
LOG-0003407,2026-08-21 04:11:03.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,175.7,8.62,0
LOG-0003336,2026-08-21 04:15:38.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,186.2,30.32,0
LOG-0001390,2026-08-21 04:17:36.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,RETRY,78.8,6.02,2
LOG-0000261,2026-08-21 04:36:20.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,60.0,2.89,0
LOG-0001245,2026-08-21 04:57:33.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,104.9,1.03,0
LOG-0004128,2026-08-21 05:17:56.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,29.5,17.12,0
LOG-0004349,2026-08-21 05:18:41.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,160.6,58.11,0
LOG-0002941,2026-08-21 05:23:14.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,26.5,15.29,0
LOG-0003503,2026-08-21 05:23:36.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,75.4,87.42,0
LOG-0003638,2026-08-21 05:30:26.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,125.9,2.45,0
LOG-0002435,2026-08-21 05:54:16.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,121.3,2.98,0
LOG-0004301,2026-08-21 05:55:20.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,RETRY,71.1,22.43,3
LOG-0002208,2026-08-21 06:02:20.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,38.0,6.29,0
LOG-0004728,2026-08-21 06:08:26.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,53.4,10.69,0
LOG-0001309,2026-08-21 06:11:01.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,FAILED,515.3,9.73,2
LOG-0001706,2026-08-21 06:19:30.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,60.5,5.06,0
LOG-0002960,2026-08-21 06:25:18.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,98.7,31.46,0
LOG-0000717,2026-08-21 06:26:01.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,85.3,3.89,0
LOG-0002618,2026-08-21 06:34:55.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,TIMEOUT,32.2,8.43,2
LOG-0004353,2026-08-21 06:46:24.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,89.1,3.18,0
LOG-0004512,2026-08-21 06:54:43.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,125.5,64.03,0
LOG-0004256,2026-08-21 07:07:51.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,59.0,11.95,0
LOG-0004944,2026-08-21 07:08:00.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,10.9,11.72,0
LOG-0000510,2026-08-21 07:17:12.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,51.6,2.97,0
LOG-0002056,2026-08-21 07:21:45.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,29.9,4.24,0
LOG-0002715,2026-08-21 07:23:57.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,93.7,13.12,0
LOG-0004948,2026-08-21 07:27:10.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,109.0,3.15,0
LOG-0003355,2026-08-21 07:28:15.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,35.7,3.22,0
LOG-0002762,2026-08-21 07:35:35.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,46.8,13.28,0
LOG-0002001,2026-08-21 07:41:53.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,191.5,11.02,0
LOG-0000283,2026-08-21 07:49:04.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,45.1,21.72,0
LOG-0003559,2026-08-21 08:01:24.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,25.5,4.33,0
LOG-0002088,2026-08-21 08:21:16.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,37.0,10.01,0
LOG-0004005,2026-08-21 08:29:05.079035,IF-005,SAP_S4HANA,BTP_APP,OData,TIMEOUT,28.5,23.89,3
LOG-0000851,2026-08-21 08:33:31.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,46.1,5.4,0
LOG-0002183,2026-08-21 08:41:52.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,43.7,16.09,0
LOG-0002328,2026-08-21 09:06:28.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,78.7,7.18,0
LOG-0003414,2026-08-21 09:17:04.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,210.0,28.98,0
LOG-0004547,2026-08-21 09:30:38.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,112.6,28.21,0
LOG-0000512,2026-08-21 09:41:59.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,47.0,4.29,0
LOG-0000762,2026-08-21 09:42:23.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,66.3,2.37,0
LOG-0002737,2026-08-21 09:55:46.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,TIMEOUT,55.1,13.38,2
LOG-0003946,2026-08-21 09:57:29.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,41.0,2.71,0
LOG-0004429,2026-08-21 10:08:02.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,65.8,7.77,0
LOG-0001563,2026-08-21 10:11:15.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,52.0,5.85,0
LOG-0002149,2026-08-21 10:22:00.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,42.5,3.85,0
LOG-0000117,2026-08-21 10:37:54.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,27.5,6.4,0
LOG-0001363,2026-08-21 10:41:32.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,49.1,3.25,0
LOG-0004589,2026-08-21 10:42:45.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,133.3,42.46,0
LOG-0004575,2026-08-21 10:58:49.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,144.7,6.08,0
LOG-0003207,2026-08-21 11:12:09.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,175.4,5.27,0
LOG-0003891,2026-08-21 11:16:36.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,140.4,1.05,0
LOG-0001206,2026-08-21 11:34:12.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,RETRY,90.8,7.23,0
LOG-0000821,2026-08-21 11:55:25.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,63.0,1.29,0
LOG-0004532,2026-08-21 11:55:32.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,77.4,7.16,0
LOG-0002910,2026-08-21 11:56:55.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,89.9,5.47,0
LOG-0003671,2026-08-21 12:00:34.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,80.5,16.67,0
LOG-0001560,2026-08-21 12:13:43.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,56.7,9.21,0
LOG-0001458,2026-08-21 12:23:41.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,34.6,46.32,0
LOG-0004851,2026-08-21 12:57:17.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,43.8,10.26,0
LOG-0001251,2026-08-21 12:57:38.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,31.8,10.45,0
LOG-0000863,2026-08-21 13:14:00.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,FAILED,79.1,22.66,0
LOG-0004202,2026-08-21 13:16:09.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,26.9,5.89,0
LOG-0004210,2026-08-21 13:16:09.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,26.8,28.89,0
LOG-0004103,2026-08-21 13:25:09.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,49.9,33.99,0
LOG-0000933,2026-08-21 13:32:36.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,88.3,9.03,0
LOG-0001317,2026-08-21 13:33:17.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,53.1,7.63,0
LOG-0001731,2026-08-21 13:34:55.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,42.3,21.6,0
LOG-0001702,2026-08-21 13:35:25.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,158.7,23.79,0
LOG-0003521,2026-08-21 13:37:43.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,78.9,38.95,0
LOG-0000761,2026-08-21 13:54:00.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,54.5,14.92,0
LOG-0000721,2026-08-21 14:17:15.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,38.3,6.92,0
LOG-0003959,2026-08-21 14:26:34.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,141.6,7.2,0
LOG-0003234,2026-08-21 14:27:16.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,295.1,40.57,0
LOG-0001602,2026-08-21 14:29:25.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,682.2,3.84,0
LOG-0000221,2026-08-21 14:31:28.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,70.2,2.46,0
LOG-0000128,2026-08-21 14:50:08.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,110.6,0.87,0
LOG-0001205,2026-08-21 14:51:20.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,51.5,27.58,0
LOG-0002856,2026-08-21 14:53:21.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,30.2,0.88,0
LOG-0003045,2026-08-21 14:53:29.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,25.5,9.9,0
LOG-0001583,2026-08-21 15:00:38.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,40.3,12.05,0
LOG-0000604,2026-08-21 15:15:21.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,FAILED,52.8,7.8,1
LOG-0004793,2026-08-21 15:27:15.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,38.0,13.16,0
LOG-0002348,2026-08-21 15:30:17.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,56.4,7.28,0
LOG-0000832,2026-08-21 15:44:10.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,97.8,19.6,0
LOG-0003806,2026-08-21 15:49:40.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,69.3,5.44,0
LOG-0001369,2026-08-21 16:01:54.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,48.7,9.24,0
LOG-0001980,2026-08-21 16:09:56.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,62.5,25.8,0
LOG-0004563,2026-08-21 16:23:27.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,211.2,5.82,0
LOG-0001420,2026-08-21 16:26:38.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,83.1,7.68,0
LOG-0004246,2026-08-21 16:35:14.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,135.1,5.5,0
LOG-0003103,2026-08-21 16:36:04.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,72.6,15.8,0
LOG-0002175,2026-08-21 16:36:15.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,175.8,13.57,0
LOG-0002137,2026-08-21 16:39:02.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,103.8,7.66,0
LOG-0002844,2026-08-21 16:43:11.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,52.3,2.79,0
LOG-0004388,2026-08-21 16:47:13.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,135.8,10.28,0
LOG-0001818,2026-08-21 16:58:57.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,89.9,7.54,0
LOG-0000549,2026-08-21 17:02:09.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,57.4,10.2,0
LOG-0004931,2026-08-21 17:07:19.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,54.1,4.55,0
LOG-0004837,2026-08-21 17:19:40.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,22.0,4.97,0
LOG-0001166,2026-08-21 17:38:03.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,83.7,9.45,0
LOG-0000321,2026-08-21 17:39:09.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,67.1,3.24,0
LOG-0004271,2026-08-21 17:39:11.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,90.9,15.92,0
LOG-0003148,2026-08-21 17:46:14.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,17.8,16.78,0
LOG-0002101,2026-08-21 17:55:55.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,58.0,3.07,0
LOG-0001407,2026-08-21 18:16:11.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,62.6,4.42,0
LOG-0001064,2026-08-21 18:25:09.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,128.0,6.15,0
LOG-0001941,2026-08-21 18:48:37.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,FAILED,27.9,4.27,1
LOG-0003938,2026-08-21 18:54:26.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,34.7,16.39,0
LOG-0001215,2026-08-21 18:56:56.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,175.6,3.99,0
LOG-0001985,2026-08-21 19:09:29.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,107.2,5.22,0
LOG-0003351,2026-08-21 19:11:29.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,44.0,48.3,0
LOG-0004629,2026-08-21 19:26:00.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,82.5,0.79,0
LOG-0003681,2026-08-21 19:43:16.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,147.9,0.96,0
LOG-0004269,2026-08-21 19:48:29.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,26.1,12.7,0
LOG-0001554,2026-08-21 19:48:39.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,33.1,138.9,0
LOG-0001726,2026-08-21 19:49:06.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,55.9,3.85,0
LOG-0002313,2026-08-21 19:49:13.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,70.1,3.27,0
LOG-0001312,2026-08-21 19:50:53.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,45.3,32.48,0
LOG-0004587,2026-08-21 19:52:52.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,48.8,4.55,0
LOG-0001433,2026-08-21 20:03:28.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,107.4,5.31,0
LOG-0001872,2026-08-21 20:10:31.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,43.5,13.47,0
LOG-0000166,2026-08-21 20:58:36.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,106.1,11.85,0
LOG-0002391,2026-08-21 21:17:24.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,138.2,6.57,0
LOG-0001013,2026-08-21 22:09:31.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,66.8,13.28,0
LOG-0003189,2026-08-21 22:18:42.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,32.3,4.68,0
LOG-0003838,2026-08-21 22:45:08.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,57.6,19.85,0
LOG-0004875,2026-08-21 22:45:28.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,103.1,6.36,0
LOG-0002864,2026-08-21 22:59:50.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,39.8,4.85,0
LOG-0000011,2026-08-21 23:02:52.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,48.1,7.11,0
LOG-0000700,2026-08-21 23:12:55.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,87.5,8.97,0
LOG-0003261,2026-08-21 23:14:09.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,65.4,30.79,0
LOG-0003600,2026-08-21 23:14:59.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,98.5,7.86,0
LOG-0003993,2026-08-21 23:17:17.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,23.0,4.2,0
LOG-0001116,2026-08-21 23:30:41.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,85.4,4.13,0
LOG-0004559,2026-08-21 23:36:20.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,44.4,4.83,0
LOG-0004785,2026-08-21 23:49:20.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,89.9,29.92,0
LOG-0004020,2026-08-21 23:52:05.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,300.0,12.02,0
LOG-0000135,2026-08-22 00:04:17.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,70.4,3.46,0
LOG-0003319,2026-08-22 00:17:48.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,FAILED,107.5,3.17,0
LOG-0003430,2026-08-22 00:17:58.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,124.6,18.82,0
LOG-0000346,2026-08-22 00:21:16.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,52.1,1.49,0
LOG-0000804,2026-08-22 00:26:26.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,104.1,2.18,0
LOG-0004903,2026-08-22 01:02:42.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,42.8,3.45,0
LOG-0003969,2026-08-22 01:26:12.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,49.2,7.42,0
LOG-0004527,2026-08-22 01:28:35.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,46.2,6.79,0
LOG-0000928,2026-08-22 01:35:41.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,44.4,12.77,0
LOG-0000630,2026-08-22 01:37:18.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,99.9,13.92,0
LOG-0004738,2026-08-22 02:03:57.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,49.4,3.02,0
LOG-0004595,2026-08-22 02:09:55.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,81.6,0.49,0
LOG-0000972,2026-08-22 02:47:49.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,74.5,15.96,0
LOG-0001331,2026-08-22 02:55:06.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,92.2,2.29,0
LOG-0001538,2026-08-22 03:02:34.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,195.0,40.57,0
LOG-0002836,2026-08-22 03:12:18.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,68.6,6.98,0
LOG-0000839,2026-08-22 03:28:56.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,65.1,10.72,0
LOG-0001830,2026-08-22 03:44:57.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,FAILED,53.0,2.55,0
LOG-0003343,2026-08-22 03:45:03.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,18.0,2.29,0
LOG-0002749,2026-08-22 04:01:36.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,68.4,6.48,0
LOG-0000323,2026-08-22 04:05:04.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,RETRY,202.1,5.44,2
LOG-0003824,2026-08-22 04:10:09.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,56.3,7.73,0
LOG-0004558,2026-08-22 04:21:28.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,34.5,5.89,0
LOG-0004186,2026-08-22 04:38:18.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,69.4,6.32,0
LOG-0002483,2026-08-22 04:39:29.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,15.5,18.29,0
LOG-0004387,2026-08-22 04:42:52.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,50.3,12.19,0
LOG-0002316,2026-08-22 04:49:26.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,316.9,10.16,0
LOG-0004596,2026-08-22 04:59:25.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,57.3,7.51,0
LOG-0000340,2026-08-22 05:07:45.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,58.3,3.82,0
LOG-0003983,2026-08-22 05:08:26.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,FAILED,73.4,4.36,2
LOG-0004544,2026-08-22 05:25:35.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,TIMEOUT,1266.6,14.96,0
LOG-0003730,2026-08-22 05:28:22.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,26.8,10.22,0
LOG-0000223,2026-08-22 05:38:22.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,26.4,25.75,0
LOG-0002622,2026-08-22 05:45:39.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,FAILED,81.4,24.26,0
LOG-0001480,2026-08-22 05:49:43.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,889.3,6.5,0
