VBELN,ERDAT,AUART,VKORG,VTWEG,SPART,KUNNR,NETWR,WAERK,STATUS
4500000356,2025-06-01,OR,3000,10,00,0000100174,1650.13,USD,Billed
4500000357,2026-08-16,OR,3000,10,02,0000100189,2674.09,USD,Billed
4500000358,2026-06-29,OR,3000,12,02,0000100199,1610.48,USD,Billed
4500000359,2025-08-04,OR,1000,10,00,0000100181,262.0,USD,Billed
4500000360,2025-07-26,OR,3000,20,00,0000100032,3947.67,USD,Billed
4500000361,2025-01-17,OR,2000,12,02,0000100012,601.92,USD,Billed
4500000362,2026-01-16,RE,2000,12,02,0000100065,911.52,USD,Billed
4500000363,2026-02-22,OR,3000,12,02,0000100091,110.25,USD,Billed
4500000364,2025-03-20,ZOR,2000,12,02,0000100045,811.37,USD,Billed
4500000365,2025-12-14,OR,1000,20,02,0000100062,277.7,USD,Billed
4500000366,2024-11-26,ZOR,2000,20,02,0000100085,216.99,USD,Billed
4500000367,2025-05-01,OR,2000,20,00,0000100105,4070.71,USD,Billed
4500000368,2025-04-12,OR,3000,20,01,0000100088,306.6,USD,Billed
4500000369,2026-04-18,OR,2000,20,01,0000100123,1540.85,USD,Billed
4500000370,2025-12-08,OR,1000,12,00,0000100080,1563.56,USD,Billed
4500000371,2025-09-21,OR,1000,12,01,0000100026,1589.83,USD,Billed
4500000372,2025-07-29,OR,3000,12,02,0000100143,671.52,USD,Billed
4500000373,2025-10-21,OR,2000,12,00,0000100166,12902.91,USD,Cancelled
4500000374,2025-08-31,OR,1000,12,00,0000100113,5056.12,USD,Billed
4500000375,2025-03-20,OR,3000,10,02,0000100020,2734.84,USD,Billed
4500000376,2026-05-13,OR,3000,10,01,0000100078,8918.77,USD,Billed
4500000377,2026-04-18,OR,1000,12,01,0000100174,4469.53,USD,Billed
4500000378,2025-06-22,OR,1000,10,01,0000100086,967.64,USD,Billed
4500000379,2025-07-04,OR,1000,20,01,0000100158,523.05,USD,Billed
4500000380,2026-07-22,OR,1000,20,00,0000100017,601.71,USD,Billed
4500000381,2024-09-28,OR,1000,20,01,0000100163,659.58,USD,Billed
4500000382,2026-03-26,RE,3000,12,01,0000100181,2757.94,USD,Billed
4500000383,2025-01-14,CS,1000,12,01,0000100067,99.26,USD,Billed
4500000384,2025-01-30,OR,3000,12,00,0000100134,2549.55,USD,Billed
4500000385,2025-05-26,OR,1000,20,02,0000100000,145.95,USD,Billed
4500000386,2025-12-13,OR,3000,20,00,0000100010,8877.6,USD,Billed
4500000387,2025-05-04,ZOR,1000,20,01,0000100126,652.86,USD,Billed
4500000388,2025-09-26,OR,1000,12,02,0000100176,1950.26,USD,Billed
4500000389,2025-09-22,OR,2000,20,02,0000100190,2300.1,USD,Billed
4500000390,2026-07-17,OR,3000,10,00,0000100146,1900.11,USD,Billed
4500000391,2025-11-10,OR,1000,12,02,0000100157,2236.62,USD,Billed
4500000392,2025-03-29,OR,1000,12,01,0000100084,2000.52,USD,Billed
4500000393,2025-12-19,CS,3000,20,02,0000100100,4939.43,USD,Billed
4500000394,2025-10-24,ZOR,2000,12,02,0000100034,168.74,USD,Billed
4500000395,2025-04-22,OR,2000,10,02,0000100110,1019.17,USD,Billed
4500000396,2026-02-24,OR,1000,20,00,0000100081,1357.8,USD,Billed
4500000397,2024-09-19,OR,2000,12,02,0000100046,1516.14,USD,Billed
4500000398,2026-09-04,OR,3000,12,02,0000100060,1778.54,USD,Billed
4500000399,2026-06-13,OR,2000,10,01,0000100128,61.62,USD,Billed
4500000400,2024-10-27,CS,1000,12,00,0000100119,2588.23,USD,Billed
4500000401,2026-02-14,OR,1000,12,01,0000100177,14320.02,USD,Billed
4500000402,2024-12-17,OR,3000,20,02,0000100014,2999.54,USD,Billed
4500000403,2026-09-07,OR,3000,12,02,0000100020,653.05,USD,Billed
4500000404,2025-08-09,OR,3000,10,01,0000100018,172.75,USD,Billed
4500000405,2026-03-12,RE,2000,12,01,0000100178,4152.76,USD,Billed
4500000406,2025-03-18,OR,1000,12,02,0000100112,5305.75,USD,Billed
4500000407,2026-01-04,OR,2000,20,00,0000100071,599.03,USD,Billed
4500000408,2024-10-04,OR,1000,20,00,0000100071,1843.56,USD,Billed
4500000409,2026-04-20,OR,1000,20,00,0000100151,3648.04,USD,Billed
4500000410,2025-03-26,RE,2000,20,02,0000100069,783.21,USD,Billed
4500000411,2025-01-16,CS,2000,10,01,0000100002,1047.96,USD,Cancelled
4500000412,2025-08-01,ZOR,3000,20,00,0000100019,2060.52,USD,Billed
4500000413,2025-09-14,OR,3000,10,01,0000100178,1960.94,USD,Billed
4500000414,2024-10-16,OR,1000,12,01,0000100027,1891.66,USD,Billed
4500000415,2025-01-13,OR,3000,10,00,0000100144,77.4,USD,Billed
4500000416,2025-06-18,OR,2000,20,02,0000100170,915.49,USD,Billed
4500000417,2025-10-15,OR,2000,12,00,0000100030,571.2,USD,Billed
4500000418,2026-02-06,OR,3000,20,02,0000100189,642.85,USD,Billed
4500000419,2024-12-20,OR,3000,12,02,0000100122,1066.24,USD,Billed
4500000420,2026-05-07,OR,2000,10,00,0000100189,1225.07,USD,Billed
4500000421,2025-06-02,OR,3000,12,01,0000100053,2092.77,USD,Billed
4500000422,2026-09-07,OR,1000,10,02,0000100064,2700.6,USD,In Process
4500000423,2025-06-11,OR,1000,10,02,0000100039,1135.28,USD,Billed
4500000424,2025-08-06,OR,2000,20,02,0000100014,1876.87,USD,Billed
4500000425,2025-06-02,OR,1000,20,02,0000100033,7837.44,USD,Billed
4500000426,2024-11-10,CS,2000,12,00,0000100044,3606.48,USD,Billed
4500000427,2026-07-22,OR,1000,10,02,0000100000,1845.95,USD,Billed
4500000428,2025-11-19,OR,1000,10,01,0000100108,2055.26,USD,Billed
4500000429,2026-03-20,OR,1000,10,00,0000100027,728.64,USD,Billed
4500000430,2025-01-03,OR,3000,12,02,0000100188,8709.07,USD,Billed
4500000431,2025-09-03,OR,2000,10,02,0000100052,954.5,USD,Billed
4500000432,2025-04-09,ZOR,3000,10,02,0000100033,4409.74,USD,Billed
4500000433,2025-03-30,OR,2000,10,01,0000100010,1089.38,USD,Billed
4500000434,2025-06-28,ZOR,2000,10,02,0000100165,1214.09,USD,Billed
4500000435,2025-12-14,OR,2000,10,02,0000100012,922.2,USD,Billed
4500000436,2025-08-13,RE,2000,12,01,0000100017,3573.54,USD,Billed
4500000437,2026-02-05,OR,1000,12,02,0000100089,2908.54,USD,Billed
4500000438,2026-09-05,OR,1000,20,02,0000100031,564.24,USD,Billed
4500000439,2025-11-18,OR,2000,10,02,0000100076,667.84,USD,Billed
4500000440,2026-04-20,OR,1000,12,01,0000100012,9853.89,USD,Billed
4500000441,2026-08-09,OR,1000,10,00,0000100121,367.12,USD,Billed
4500000442,2026-08-23,OR,1000,12,02,0000100063,680.9,USD,Billed
4500000443,2025-05-25,OR,3000,12,01,0000100028,2182.36,USD,Billed
4500000444,2026-05-18,OR,1000,20,02,0000100142,2881.29,USD,Billed
4500000445,2026-02-04,OR,3000,12,01,0000100022,5908.25,USD,Billed
4500000446,2024-09-27,OR,3000,10,00,0000100164,145.92,USD,Billed
4500000447,2026-05-05,OR,3000,12,01,0000100084,400.92,USD,Billed
4500000448,2026-07-01,OR,3000,12,00,0000100130,1153.12,USD,Billed
4500000449,2026-06-30,OR,1000,10,01,0000100135,794.8,USD,Cancelled
4500000450,2025-05-17,OR,2000,10,02,0000100145,52.15,USD,Billed
4500000451,2026-02-25,ZOR,1000,20,00,0000100046,2644.23,USD,Billed
4500000452,2026-05-11,ZOR,1000,12,00,0000100016,5604.88,USD,Billed
4500000453,2025-08-04,OR,2000,20,02,0000100075,880.75,USD,Billed
4500000454,2025-12-23,OR,1000,10,01,0000100014,5860.31,USD,Billed
4500000455,2025-06-18,CS,2000,12,00,0000100000,2829.39,USD,Billed
4500000456,2026-07-18,OR,3000,10,01,0000100017,224.96,USD,Billed
4500000457,2025-10-01,CS,2000,20,01,0000100057,529.31,USD,Billed
4500000458,2025-03-08,OR,3000,12,02,0000100081,828.92,USD,Billed
4500000459,2025-07-23,OR,2000,10,00,0000100044,22872.87,USD,Billed
4500000460,2025-11-16,OR,2000,10,01,0000100133,3367.34,USD,Billed
4500000461,2025-06-15,OR,2000,12,02,0000100001,24.54,USD,Billed
4500000462,2025-05-11,OR,2000,12,00,0000100168,2540.83,USD,Cancelled
4500000463,2025-12-17,OR,3000,20,01,0000100126,1835.14,USD,Billed
4500000464,2025-05-04,OR,3000,12,02,0000100046,1081.02,USD,Billed
4500000465,2025-09-04,OR,3000,10,01,0000100170,2834.58,USD,Billed
4500000466,2024-11-13,OR,1000,10,02,0000100136,377.95,USD,Billed
4500000467,2025-05-03,OR,1000,10,00,0000100033,744.25,USD,Billed
4500000468,2024-12-05,CS,1000,20,00,0000100149,3039.38,USD,Billed
4500000469,2025-08-31,OR,1000,12,00,0000100107,1800.81,USD,Billed
4500000470,2025-05-10,OR,2000,12,00,0000100050,1991.22,USD,Billed
4500000471,2025-06-15,CS,2000,12,00,0000100071,2928.42,USD,Billed
4500000472,2024-10-05,RE,1000,20,01,0000100132,6138.31,USD,Billed
4500000473,2026-09-06,OR,1000,12,02,0000100109,570.06,USD,In Process
4500000474,2025-02-14,OR,2000,20,02,0000100015,1225.44,USD,Billed
4500000475,2024-09-20,OR,2000,10,00,0000100145,1385.81,USD,Billed
4500000476,2025-11-14,OR,3000,20,00,0000100192,2873.17,USD,Billed
4500000477,2024-10-11,OR,1000,12,02,0000100098,8989.58,USD,Billed
4500000478,2025-11-04,OR,1000,12,01,0000100097,8909.71,USD,Billed
4500000479,2026-07-12,OR,1000,10,00,0000100089,3977.93,USD,Billed
4500000480,2024-10-25,RE,2000,20,02,0000100052,2627.68,USD,Billed
4500000481,2025-08-25,CS,3000,10,01,0000100077,668.4,USD,Billed
4500000482,2026-05-16,OR,3000,10,02,0000100166,1050.96,USD,Billed
4500000483,2025-03-05,OR,1000,12,01,0000100142,8070.74,USD,Billed
4500000484,2024-12-18,OR,3000,20,02,0000100155,1795.62,USD,Billed
4500000485,2024-10-25,OR,2000,20,01,0000100051,7320.46,USD,Cancelled
4500000486,2026-02-03,OR,1000,20,00,0000100028,1798.03,USD,Billed
4500000487,2026-03-24,OR,2000,10,00,0000100040,1199.92,USD,Billed
4500000488,2025-07-21,OR,2000,10,00,0000100194,1448.5,USD,Billed
4500000489,2025-05-25,ZOR,3000,12,00,0000100101,2615.49,USD,Billed
4500000490,2026-09-02,OR,2000,20,01,0000100009,667.15,USD,Billed
4500000491,2025-03-13,OR,2000,12,02,0000100188,4805.82,USD,Billed
4500000492,2026-04-20,OR,2000,12,00,0000100146,102.0,USD,Billed
4500000493,2026-04-26,OR,1000,20,02,0000100048,938.82,USD,Billed
4500000494,2025-08-10,OR,1000,10,00,0000100086,634.08,USD,Billed
4500000495,2026-04-09,OR,2000,10,01,0000100004,79.95,USD,Billed
4500000496,2025-05-09,OR,3000,10,02,0000100131,216.49,USD,Billed
4500000497,2026-07-04,OR,2000,10,02,0000100084,1606.09,USD,Billed
4500000498,2026-03-12,OR,2000,20,00,0000100029,312.33,USD,Billed
4500000499,2025-12-12,OR,3000,12,01,0000100147,684.3,USD,Billed
4500000500,2026-05-19,OR,2000,10,02,0000100078,1723.83,USD,Billed
4500000501,2026-01-19,OR,1000,20,02,0000100136,3642.3,USD,Billed
4500000502,2026-06-07,OR,3000,12,02,0000100106,1559.78,USD,Billed
4500000503,2025-05-28,CS,1000,10,01,0000100016,1605.89,USD,Billed
4500000504,2025-06-14,ZOR,2000,10,01,0000100056,2701.94,USD,Billed
4500000505,2026-08-04,OR,2000,20,01,0000100144,5005.05,USD,Billed
4500000506,2025-07-28,OR,2000,20,02,0000100063,1065.27,USD,Billed
4500000507,2025-04-29,OR,1000,12,00,0000100024,5719.95,USD,Billed
4500000508,2026-04-26,OR,2000,20,02,0000100160,1775.7,USD,Billed
4500000509,2025-05-28,RE,1000,10,00,0000100040,1688.92,USD,Billed
4500000510,2025-07-15,OR,3000,12,00,0000100188,2778.21,USD,Billed
4500000511,2025-11-02,OR,1000,10,02,0000100169,1210.0,USD,Billed
4500000512,2024-11-16,OR,2000,12,02,0000100150,3387.39,USD,Billed
4500000513,2026-05-20,OR,3000,20,02,0000100171,1090.74,USD,Cancelled
4500000514,2025-12-03,OR,3000,10,00,0000100167,2549.05,USD,Billed
4500000515,2024-10-17,OR,3000,10,02,0000100146,2581.14,USD,Billed
4500000516,2024-11-20,OR,3000,12,02,0000100022,3678.41,USD,Billed
4500000517,2025-04-15,OR,1000,10,00,0000100148,231.0,USD,Billed
4500000518,2025-07-24,RE,2000,20,01,0000100097,4379.71,USD,Billed
4500000519,2026-04-21,OR,2000,20,01,0000100173,393.3,USD,Billed
4500000520,2026-04-21,OR,1000,20,01,0000100198,776.65,USD,Billed
4500000521,2026-03-08,OR,1000,20,00,0000100183,200.96,USD,Billed
4500000522,2026-03-01,OR,1000,20,00,0000100083,982.6,USD,Billed
4500000523,2025-09-22,OR,1000,20,01,0000100197,4920.27,USD,Cancelled
4500000524,2024-11-15,OR,2000,20,02,0000100040,232.3,USD,Billed
4500000525,2025-05-27,OR,2000,12,02,0000100170,1394.98,USD,Billed
4500000526,2026-03-11,OR,2000,20,01,0000100181,7578.51,USD,Billed
4500000527,2024-10-01,OR,2000,20,02,0000100145,72.45,USD,Billed
4500000528,2025-03-08,ZOR,3000,12,01,0000100085,130.64,USD,Billed
4500000529,2024-09-25,OR,2000,20,02,0000100022,2373.91,USD,Billed
4500000530,2025-05-09,OR,3000,10,00,0000100071,2135.78,USD,Billed
4500000531,2025-05-08,OR,2000,20,01,0000100141,1032.33,USD,Billed
4500000532,2025-08-29,OR,1000,10,00,0000100069,1007.16,USD,Billed
4500000533,2025-01-20,OR,2000,10,00,0000100052,4551.6,USD,Billed
4500000534,2025-10-17,RE,1000,12,00,0000100133,1697.38,USD,Billed
4500000535,2024-12-07,RE,1000,10,01,0000100138,806.93,USD,Billed
4500000536,2026-04-12,OR,3000,20,02,0000100008,4019.33,USD,Billed
4500000537,2026-05-16,OR,1000,12,00,0000100108,3588.27,USD,Billed
4500000538,2025-07-12,OR,1000,10,01,0000100000,3819.84,USD,Billed
4500000539,2026-06-22,OR,1000,10,02,0000100012,2418.2,USD,Billed
4500000540,2026-01-11,OR,1000,12,02,0000100079,2064.76,USD,Billed
4500000541,2025-10-26,OR,1000,10,02,0000100084,2597.22,USD,Billed
4500000542,2025-12-22,OR,2000,10,02,0000100020,5523.61,USD,Billed
4500000543,2025-08-04,OR,1000,10,02,0000100135,4947.73,USD,Billed
4500000544,2024-12-23,OR,3000,10,00,0000100125,371.68,USD,Cancelled
4500000545,2026-07-02,OR,2000,12,02,0000100156,1881.64,USD,Billed
4500000546,2025-02-25,OR,1000,20,01,0000100006,2825.86,USD,Billed
4500000547,2026-06-13,OR,2000,12,01,0000100147,144.34,USD,Billed
4500000548,2025-06-19,OR,1000,20,00,0000100002,526.68,USD,Billed
4500000549,2025-10-20,OR,2000,12,00,0000100154,749.88,USD,Billed
4500000550,2025-12-08,OR,3000,12,00,0000100047,3657.93,USD,Billed
4500000551,2025-06-03,OR,3000,10,00,0000100029,1756.65,USD,Billed
4500000552,2026-09-07,OR,2000,12,02,0000100179,3013.35,USD,Billed
4500000553,2026-05-25,OR,1000,12,00,0000100114,1091.95,USD,Billed
4500000554,2025-06-21,ZOR,3000,12,00,0000100137,1203.69,USD,Billed
4500000555,2025-05-17,CS,2000,12,01,0000100179,787.36,USD,Billed
4500000556,2026-06-23,OR,2000,10,01,0000100049,998.43,USD,Billed
4500000557,2026-08-01,OR,3000,12,02,0000100162,828.26,USD,Billed
4500000558,2025-06-02,ZOR,1000,10,00,0000100198,2391.22,USD,Billed
4500000559,2024-12-17,OR,2000,12,00,0000100057,1580.82,USD,Billed
4500000560,2025-10-09,OR,1000,12,02,0000100113,6251.33,USD,Billed
4500000561,2025-08-17,OR,3000,10,00,0000100156,742.9,USD,Billed
4500000562,2025-08-02,OR,2000,12,02,0000100033,6953.0,USD,Billed
4500000563,2025-11-27,OR,1000,20,02,0000100144,3961.27,USD,Billed
4500000564,2024-09-23,OR,3000,20,01,0000100165,284.24,USD,Billed
4500000565,2025-10-31,OR,2000,12,00,0000100129,1603.68,USD,Billed
4500000566,2026-01-24,CS,1000,12,00,0000100016,7357.13,USD,Billed
4500000567,2025-10-21,OR,2000,12,02,0000100156,9879.07,USD,Billed
4500000568,2024-09-14,OR,3000,12,02,0000100002,4212.87,USD,Billed
4500000569,2025-11-02,OR,3000,20,01,0000100022,214.5,USD,Billed
4500000570,2026-07-15,OR,1000,10,00,0000100126,117.8,USD,Billed
4500000571,2026-01-26,OR,2000,10,02,0000100184,5653.05,USD,Billed
4500000572,2025-09-25,OR,2000,12,00,0000100159,2125.83,USD,Billed
4500000573,2025-06-15,OR,1000,10,00,0000100141,1910.7,USD,Billed
4500000574,2025-02-17,OR,1000,12,01,0000100027,1520.99,USD,Billed
4500000575,2025-08-12,ZOR,1000,10,01,0000100193,3599.54,USD,Billed
4500000576,2026-08-14,OR,1000,10,01,0000100091,1023.22,USD,Billed
4500000577,2025-01-01,OR,3000,10,01,0000100125,1005.98,USD,Billed
4500000578,2025-12-10,OR,1000,12,01,0000100128,2594.58,USD,Billed
4500000579,2025-10-01,OR,1000,10,01,0000100075,379.26,USD,Billed
4500000580,2024-11-18,OR,3000,12,01,0000100079,59.72,USD,Billed
4500000581,2025-03-09,OR,1000,10,01,0000100166,549.1,USD,Billed
4500000582,2025-03-21,OR,3000,10,01,0000100182,2241.39,USD,Billed
4500000583,2024-11-17,OR,2000,10,02,0000100153,987.2,USD,Billed
4500000584,2024-11-20,OR,3000,12,02,0000100073,912.33,USD,Billed
4500000585,2026-05-11,OR,2000,20,00,0000100021,1483.08,USD,Billed
4500000586,2025-04-27,ZOR,2000,12,02,0000100078,716.18,USD,Billed
4500000587,2026-01-17,OR,2000,10,02,0000100051,2688.9,USD,Billed
4500000588,2025-09-04,CS,1000,10,02,0000100105,2731.01,USD,Cancelled
4500000589,2025-09-24,OR,1000,10,01,0000100194,2984.4,USD,Billed
4500000590,2025-08-10,OR,1000,20,02,0000100012,1046.28,USD,Billed
4500000591,2024-10-07,OR,3000,10,00,0000100130,6745.44,USD,Billed
4500000592,2024-11-04,OR,1000,20,02,0000100112,1718.19,USD,Cancelled
4500000593,2024-12-13,OR,1000,10,01,0000100023,579.48,USD,Billed
4500000594,2026-05-01,OR,2000,20,02,0000100033,3770.19,USD,Billed
4500000595,2026-02-06,OR,3000,20,00,0000100057,756.13,USD,Billed
4500000596,2026-08-16,OR,1000,20,00,0000100002,541.8,USD,Billed
4500000597,2026-01-31,OR,2000,10,02,0000100179,9889.18,USD,Billed
4500000598,2025-02-25,OR,1000,10,00,0000100073,8041.4,USD,Billed
4500000599,2025-11-12,OR,3000,12,02,0000100087,2989.68,USD,Billed
4500000600,2026-01-11,OR,3000,20,00,0000100126,4650.27,USD,Billed
4500000601,2025-04-04,OR,1000,12,02,0000100106,4176.66,USD,Billed
4500000602,2025-07-11,OR,3000,20,00,0000100100,179.27,USD,Billed
4500000603,2026-04-17,RE,2000,12,02,0000100001,328.16,USD,Billed
4500000604,2025-02-11,ZOR,3000,20,02,0000100196,1917.02,USD,Billed
4500000605,2024-10-05,OR,1000,10,00,0000100092,3189.34,USD,Billed
4500000606,2026-06-28,OR,1000,20,00,0000100196,2982.31,USD,Billed
4500000607,2025-05-19,OR,3000,20,02,0000100178,1445.96,USD,Billed
4500000608,2025-11-30,OR,3000,12,01,0000100128,3400.52,USD,Billed
4500000609,2026-08-24,RE,3000,12,01,0000100063,1635.79,USD,Billed
4500000610,2025-02-02,OR,2000,20,01,0000100154,3071.83,USD,Billed
4500000611,2025-03-24,OR,1000,20,02,0000100148,782.87,USD,Billed
4500000612,2025-05-16,OR,2000,20,02,0000100170,370.6,USD,Billed
4500000613,2025-04-05,RE,1000,10,00,0000100137,1749.72,USD,Billed
4500000614,2025-09-10,OR,3000,10,01,0000100185,4340.39,USD,Billed
4500000615,2024-09-28,OR,3000,12,02,0000100179,979.7,USD,Billed
4500000616,2026-04-25,OR,2000,12,00,0000100140,341.37,USD,Billed
4500000617,2026-09-12,OR,1000,10,00,0000100107,738.55,USD,In Process
4500000618,2025-02-15,OR,3000,12,00,0000100175,854.71,USD,Billed
4500000619,2025-06-29,OR,3000,10,00,0000100006,2843.72,USD,Billed
4500000620,2025-06-14,OR,1000,12,02,0000100061,276.22,USD,Billed
4500000621,2026-02-10,OR,3000,20,00,0000100195,2342.16,USD,Billed
4500000622,2025-07-13,OR,3000,10,01,0000100112,3418.32,USD,Cancelled
4500000623,2026-06-05,CS,2000,10,01,0000100154,933.24,USD,Billed
4500000624,2026-08-06,OR,3000,10,01,0000100062,3184.58,USD,Billed
4500000625,2025-03-24,OR,1000,10,02,0000100130,1105.3,USD,Billed
4500000626,2024-12-07,OR,2000,10,00,0000100060,376.8,USD,Billed
4500000627,2025-11-30,OR,2000,12,02,0000100016,629.62,USD,Billed
4500000628,2024-10-28,OR,3000,20,01,0000100132,3728.5,USD,Billed
4500000629,2025-07-12,RE,3000,20,02,0000100084,1791.3,USD,Cancelled
4500000630,2025-02-02,OR,3000,12,01,0000100036,7401.6,USD,Billed
4500000631,2026-05-10,OR,2000,20,01,0000100095,4114.5,USD,Cancelled
4500000632,2025-07-05,RE,2000,10,01,0000100026,3524.61,USD,Billed
4500000633,2026-05-15,OR,3000,12,01,0000100175,342.24,USD,Billed
4500000634,2025-11-19,CS,1000,20,02,0000100004,5882.17,USD,Billed
4500000635,2026-03-12,OR,1000,10,01,0000100026,339.01,USD,Billed
4500000636,2026-01-12,OR,1000,10,01,0000100088,52.05,USD,Billed
4500000637,2026-04-10,OR,2000,12,02,0000100179,668.58,USD,Billed
4500000638,2026-03-04,OR,2000,12,01,0000100038,140.66,USD,Billed
4500000639,2026-04-24,OR,3000,10,00,0000100092,1455.2,USD,Billed
4500000640,2025-06-24,OR,2000,10,02,0000100171,159.32,USD,Cancelled
4500000641,2025-01-18,OR,2000,20,00,0000100082,39.84,USD,Cancelled
4500000642,2025-03-01,RE,3000,10,00,0000100092,557.41,USD,Billed
4500000643,2026-05-02,OR,1000,10,01,0000100106,784.35,USD,Billed
4500000644,2024-12-06,CS,1000,10,01,0000100152,1362.36,USD,Billed
4500000645,2026-03-24,OR,1000,20,00,0000100158,6229.53,USD,Cancelled
4500000646,2024-10-17,RE,1000,10,00,0000100052,7785.59,USD,Billed
4500000647,2024-09-24,OR,2000,10,01,0000100090,792.36,USD,Billed
4500000648,2026-03-03,OR,1000,20,00,0000100165,971.72,USD,Billed
4500000649,2026-02-27,OR,2000,10,00,0000100145,6456.02,USD,Billed
4500000650,2026-04-10,CS,2000,12,02,0000100176,4025.89,USD,Billed
4500000651,2025-06-09,OR,2000,20,00,0000100181,2544.06,USD,Billed
4500000652,2026-01-26,OR,3000,12,00,0000100101,4324.74,USD,Billed
4500000653,2026-03-05,RE,3000,20,02,0000100151,4551.43,USD,Billed
4500000654,2025-02-28,OR,1000,20,00,0000100147,573.75,USD,Billed
4500000655,2024-12-11,OR,3000,10,00,0000100142,2037.59,USD,Billed
4500000656,2024-10-27,OR,1000,20,00,0000100015,4713.7,USD,Billed
4500000657,2025-04-24,OR,2000,20,00,0000100010,3965.05,USD,Billed
4500000658,2026-04-02,OR,3000,10,00,0000100141,85.35,USD,Billed
4500000659,2025-02-25,OR,3000,12,00,0000100131,120.0,USD,Billed
4500000660,2026-05-15,OR,1000,12,02,0000100070,266.4,USD,Billed
4500000661,2026-01-01,OR,1000,10,02,0000100181,4012.64,USD,Billed
4500000662,2026-08-11,OR,1000,12,01,0000100171,3426.17,USD,Billed
4500000663,2025-04-01,OR,3000,10,01,0000100111,8003.45,USD,Billed
4500000664,2026-08-24,OR,3000,10,02,0000100001,33.76,USD,Billed
4500000665,2026-04-04,OR,3000,12,00,0000100069,1828.48,USD,Billed
4500000666,2024-10-17,OR,3000,10,02,0000100038,4376.44,USD,Billed
4500000667,2025-03-31,OR,2000,10,01,0000100173,896.64,USD,Cancelled
4500000668,2024-12-06,OR,2000,12,00,0000100004,1353.94,USD,Billed
4500000669,2025-05-13,OR,2000,12,01,0000100179,1864.4,USD,Billed
4500000670,2025-11-13,OR,2000,20,01,0000100168,1600.2,USD,Billed
4500000671,2026-08-22,OR,3000,10,01,0000100139,5870.9,USD,Billed
4500000672,2026-06-02,OR,2000,20,01,0000100123,1415.62,USD,Billed
4500000673,2025-05-01,OR,3000,10,00,0000100017,230.18,USD,Billed
4500000674,2025-11-13,OR,3000,20,02,0000100086,1337.19,USD,Billed
4500000675,2025-09-14,OR,3000,10,01,0000100196,1556.27,USD,Billed
4500000676,2024-09-26,CS,2000,12,02,0000100005,1383.9,USD,Billed
4500000677,2025-04-07,CS,1000,10,00,0000100095,15.49,USD,Billed
4500000678,2025-09-15,OR,1000,20,02,0000100182,3116.88,USD,Billed
4500000679,2025-09-19,OR,1000,10,01,0000100005,146.4,USD,Billed
4500000680,2026-02-19,RE,1000,20,00,0000100074,995.04,USD,Billed
4500000681,2025-04-22,OR,1000,12,01,0000100021,2772.4,USD,Billed
4500000682,2026-08-31,OR,1000,20,00,0000100083,219.96,USD,Billed
4500000683,2026-07-15,OR,2000,20,01,0000100052,1442.25,USD,Billed
4500000684,2025-04-18,OR,3000,20,02,0000100071,3448.25,USD,Billed
4500000685,2024-12-19,OR,1000,20,02,0000100067,1906.36,USD,Billed
4500000686,2025-02-22,OR,2000,10,00,0000100138,1402.94,USD,Billed
4500000687,2025-05-28,OR,2000,10,02,0000100011,2220.65,USD,Billed
4500000688,2025-08-30,OR,3000,12,02,0000100008,5760.73,USD,Billed
4500000689,2025-07-27,OR,2000,10,02,0000100090,1305.14,USD,Billed
4500000690,2025-11-30,OR,1000,12,02,0000100032,531.62,USD,Billed
4500000691,2026-02-21,OR,1000,10,01,0000100194,1428.98,USD,Billed
4500000692,2024-09-20,OR,3000,10,02,0000100194,3659.42,USD,Billed
4500000693,2024-12-16,OR,1000,10,01,0000100033,3878.69,USD,Billed
4500000694,2025-07-30,OR,1000,10,01,0000100172,2374.44,USD,Billed
4500000695,2025-09-13,OR,1000,20,02,0000100094,239.36,USD,Billed
4500000696,2026-03-12,OR,1000,12,01,0000100038,59.25,USD,Billed
4500000697,2026-03-16,OR,2000,10,00,0000100039,1379.91,USD,Billed
4500000698,2025-06-20,RE,3000,20,00,0000100093,2811.16,USD,Billed
4500000699,2025-12-25,OR,1000,12,01,0000100168,4378.55,USD,Billed
4500000700,2025-04-16,OR,1000,10,01,0000100117,1516.21,USD,Billed
4500000701,2025-09-20,OR,3000,12,00,0000100064,310.76,USD,Billed
4500000702,2026-05-19,OR,1000,20,01,0000100071,200.34,USD,Billed
4500000703,2026-03-02,RE,3000,12,00,0000100049,6258.42,USD,Billed
4500000704,2024-09-27,OR,1000,12,01,0000100007,2864.17,USD,Billed
4500000705,2026-02-24,OR,3000,12,01,0000100167,231.6,USD,Billed
4500000706,2025-11-08,OR,3000,12,01,0000100005,2250.74,USD,Billed
4500000707,2026-06-27,OR,2000,12,00,0000100050,4273.84,USD,Billed
4500000708,2024-10-24,ZOR,3000,10,00,0000100015,1985.11,USD,Billed
4500000709,2024-09-13,RE,3000,20,00,0000100084,3439.63,USD,Billed
4500000710,2025-04-21,OR,1000,10,01,0000100087,3015.16,USD,Billed
4500000711,2026-08-28,RE,3000,10,00,0000100097,2342.2,USD,Billed
4500000712,2025-05-23,RE,3000,10,01,0000100110,1265.2,USD,Billed
4500000713,2025-10-23,OR,3000,20,00,0000100065,1159.14,USD,Billed
4500000714,2025-02-17,OR,1000,10,02,0000100023,2978.93,USD,Billed
