VBELN,POSNR,MATNR,WERKS,KWMENG,NETPR,NETWR
4500000227,10,0000900207,1010,42,16.27,683.34
4500000227,20,0000900068,1010,14,84.86,1188.04
4500000228,10,0000900175,2000,45,11.29,508.05
4500000229,10,0000900071,1020,47,74.3,3492.1
4500000230,10,0000900199,2000,42,30.89,1297.38
4500000230,20,0000900095,1000,19,42.65,810.35
4500000231,10,0000900185,1020,28,15.63,437.64
4500000231,20,0000900001,1000,24,40.82,979.68
4500000232,10,0000900292,1000,34,13.43,456.62
4500000232,20,0000900108,2000,20,117.72,2354.4
4500000233,10,0000900146,1010,29,72.74,2109.46
4500000233,20,0000900049,1010,8,148.29,1186.32
4500000233,30,0000900070,1010,32,53.05,1697.6
4500000234,10,0000900196,2000,28,250.26,7007.28
4500000234,20,0000900213,1010,5,6.33,31.65
4500000234,30,0000900239,2000,41,51.46,2109.86
4500000235,10,0000900109,2000,19,4.43,84.17
4500000235,20,0000900010,1010,11,3.97,43.67
4500000235,30,0000900293,1000,20,29.3,586.0
4500000236,10,0000900076,1020,25,45.91,1147.75
4500000236,20,0000900000,1000,7,7.69,53.83
4500000237,10,0000900048,1010,14,82.49,1154.86
4500000237,20,0000900289,2010,18,68.45,1232.1
4500000237,30,0000900192,1000,22,8.99,197.78
4500000238,10,0000900193,2010,48,9.27,444.96
4500000239,10,0000900217,1010,10,13.46,134.6
4500000239,20,0000900125,2000,30,5.88,176.4
4500000239,30,0000900238,1020,41,7.64,313.24
4500000239,40,0000900010,1010,30,3.62,108.6
4500000240,10,0000900238,1020,3,7.12,21.36
4500000241,10,0000900234,1010,41,4.37,179.17
4500000241,20,0000900023,2000,42,5.65,237.3
4500000242,10,0000900166,1000,22,26.15,575.3
4500000242,20,0000900289,2010,21,77.77,1633.17
4500000243,10,0000900096,2000,30,13.33,399.9
4500000243,20,0000900158,1020,46,10.35,476.1
4500000244,10,0000900138,1010,40,31.95,1278.0
4500000244,20,0000900195,1000,6,8.06,48.36
4500000244,30,0000900049,1010,29,140.87,4085.23
4500000245,10,0000900127,1000,9,164.69,1482.21
4500000245,20,0000900126,1020,33,2.14,70.62
4500000245,30,0000900137,1000,31,32.71,1014.01
4500000246,10,0000900215,2010,22,73.18,1609.96
4500000246,20,0000900159,1010,21,6.0,126.0
4500000246,30,0000900191,2000,36,94.46,3400.56
4500000246,40,0000900111,1020,10,26.87,268.7
4500000247,10,0000900054,1010,39,3.54,138.06
4500000247,20,0000900066,1010,8,10.56,84.48
4500000248,10,0000900016,1010,6,16.85,101.1
4500000248,20,0000900174,2000,17,10.27,174.59
4500000249,10,0000900101,1010,16,108.98,1743.68
4500000250,10,0000900023,2000,32,5.79,185.28
4500000250,20,0000900035,2010,41,16.91,693.31
4500000251,10,0000900276,1010,42,13.71,575.82
4500000251,20,0000900225,1000,42,9.67,406.14
4500000251,30,0000900290,2000,26,64.64,1680.64
4500000252,10,0000900226,1000,46,18.87,868.02
4500000252,20,0000900137,1000,21,35.99,755.79
4500000253,10,0000900274,2010,29,3.82,110.78
4500000253,20,0000900189,1020,41,27.33,1120.53
4500000254,10,0000900121,2010,13,14.94,194.22
4500000255,10,0000900228,2000,36,7.26,261.36
4500000255,20,0000900114,2000,10,4.53,45.3
4500000255,30,0000900198,2010,9,21.68,195.12
4500000255,40,0000900119,2010,39,42.48,1656.72
4500000256,10,0000900133,2010,18,46.23,832.14
4500000256,20,0000900047,2000,30,61.65,1849.5
4500000256,30,0000900070,1010,35,48.58,1700.3
4500000257,10,0000900248,2010,22,24.58,540.76
4500000257,20,0000900119,2010,11,42.35,465.85
4500000257,30,0000900030,1020,37,3.76,139.12
4500000257,40,0000900127,1000,17,183.62,3121.54
4500000258,10,0000900182,2010,7,82.9,580.3
4500000258,20,0000900195,1000,48,7.74,371.52
4500000259,10,0000900131,2010,16,32.66,522.56
4500000259,20,0000900154,2010,37,11.15,412.55
4500000259,30,0000900215,2010,6,64.97,389.82
4500000259,40,0000900210,1010,12,23.29,279.48
4500000260,10,0000900010,1010,37,3.53,130.61
4500000260,20,0000900274,2010,4,3.9,15.6
4500000261,10,0000900260,1000,5,18.48,92.4
4500000261,20,0000900143,1020,29,32.44,940.76
4500000261,30,0000900204,1010,17,69.4,1179.8
4500000262,10,0000900021,1010,15,46.69,700.35
4500000263,10,0000900081,1000,25,23.12,578.0
4500000264,10,0000900052,1000,35,12.88,450.8
4500000264,20,0000900263,1000,6,11.1,66.6
4500000264,30,0000900249,1020,20,5.55,111.0
4500000264,40,0000900225,1000,24,9.77,234.48
4500000265,10,0000900248,2010,28,23.88,668.64
4500000265,20,0000900086,1020,33,15.12,498.96
4500000265,30,0000900101,1010,32,119.98,3839.36
4500000266,10,0000900200,2010,47,10.51,493.97
4500000267,10,0000900128,1010,34,1.5,51.0
4500000267,20,0000900107,1000,1,2.93,2.93
4500000267,30,0000900007,1020,43,172.01,7396.43
4500000267,40,0000900078,1000,32,5.13,164.16
4500000268,10,0000900190,2010,12,12.26,147.12
4500000269,10,0000900240,2000,6,23.66,141.96
4500000269,20,0000900073,1000,13,21.07,273.91
4500000270,10,0000900230,1010,4,1.66,6.64
4500000270,20,0000900077,1020,34,39.68,1349.12
4500000270,30,0000900214,2000,15,153.51,2302.65
4500000271,10,0000900194,1020,46,24.62,1132.52
4500000271,20,0000900102,2000,4,34.05,136.2
4500000271,30,0000900254,2000,25,28.89,722.25
4500000271,40,0000900294,1000,35,18.27,639.45
4500000272,10,0000900206,1010,13,97.04,1261.52
4500000273,10,0000900198,2010,16,20.05,320.8
4500000273,20,0000900217,1010,41,14.38,589.58
4500000274,10,0000900162,2000,25,164.96,4124.0
4500000274,20,0000900182,2010,22,78.25,1721.5
4500000275,10,0000900034,1000,39,26.86,1047.54
4500000275,20,0000900155,2000,18,98.82,1778.76
4500000275,30,0000900251,1010,35,25.74,900.9
4500000275,40,0000900071,1020,26,76.51,1989.26
4500000276,10,0000900170,1010,6,5.4,32.4
4500000277,10,0000900037,1000,15,8.87,133.05
4500000277,20,0000900103,2000,31,18.3,567.3
4500000278,10,0000900224,1010,31,1.21,37.51
4500000279,10,0000900181,2000,30,24.21,726.3
4500000279,20,0000900261,1020,9,10.89,98.01
4500000280,10,0000900025,2010,26,85.48,2222.48
4500000281,10,0000900128,1010,35,1.62,56.7
4500000281,20,0000900164,1000,26,23.97,623.22
4500000281,30,0000900133,2010,49,43.61,2136.89
4500000282,10,0000900183,1000,42,44.86,1884.12
4500000282,20,0000900018,1010,23,32.51,747.73
4500000283,10,0000900027,1010,36,26.53,955.08
4500000284,10,0000900258,1000,22,39.8,875.6
4500000284,20,0000900151,1000,17,58.47,993.99
4500000285,10,0000900264,1020,3,6.41,19.23
4500000285,20,0000900161,1010,34,59.52,2023.68
4500000286,10,0000900237,1000,2,56.31,112.62
4500000286,20,0000900152,2010,43,64.07,2755.01
4500000286,30,0000900222,1020,25,168.09,4202.25
4500000287,10,0000900179,2010,45,55.63,2503.35
4500000287,20,0000900290,2000,41,61.72,2530.52
4500000287,30,0000900232,1010,19,67.93,1290.67
4500000288,10,0000900291,2000,14,20.97,293.58
4500000288,20,0000900103,2000,7,17.54,122.78
4500000289,10,0000900279,2000,36,9.81,353.16
4500000290,10,0000900012,1010,38,43.23,1642.74
4500000291,10,0000900052,1000,48,12.1,580.8
4500000292,10,0000900016,1010,20,17.6,352.0
4500000292,20,0000900278,2010,20,15.07,301.4
4500000292,30,0000900110,1000,40,13.52,540.8
4500000293,10,0000900003,1000,42,3.1,130.2
4500000293,20,0000900080,1010,42,18.89,793.38
4500000293,30,0000900105,1020,45,23.33,1049.85
4500000293,40,0000900292,1000,14,15.07,210.98
4500000294,10,0000900273,2010,47,26.7,1254.9
4500000295,10,0000900078,1000,21,5.18,108.78
4500000295,20,0000900111,1020,14,24.91,348.74
4500000295,30,0000900004,1020,32,1.37,43.84
4500000296,10,0000900164,1000,49,24.19,1185.31
4500000296,20,0000900198,2010,30,21.61,648.3
4500000296,30,0000900040,2000,49,27.29,1337.21
4500000297,10,0000900100,1020,36,133.05,4789.8
4500000298,10,0000900182,2010,9,86.19,775.71
4500000298,20,0000900180,2010,4,8.72,34.88
4500000299,10,0000900017,1020,15,22.86,342.9
4500000299,20,0000900264,1020,20,6.7,134.0
4500000299,30,0000900183,1000,33,47.5,1567.5
4500000299,40,0000900005,1020,8,76.81,614.48
4500000300,10,0000900241,2010,14,115.06,1610.84
4500000300,20,0000900020,2010,25,15.0,375.0
4500000301,10,0000900030,1020,22,3.28,72.16
4500000301,20,0000900046,1020,38,11.29,429.02
4500000301,30,0000900269,2000,45,44.61,2007.45
4500000301,40,0000900173,2000,17,19.57,332.69
4500000302,10,0000900059,2000,31,45.49,1410.19
4500000302,20,0000900020,2010,16,15.53,248.48
4500000302,30,0000900041,1020,49,164.2,8045.8
4500000302,40,0000900109,2000,12,4.08,48.96
4500000303,10,0000900019,1010,31,49.85,1545.35
4500000303,20,0000900101,1010,29,120.6,3497.4
4500000304,10,0000900213,1010,40,6.37,254.8
4500000304,20,0000900149,2000,1,10.96,10.96
4500000304,30,0000900160,2000,20,23.17,463.4
4500000304,40,0000900148,2000,9,7.81,70.29
4500000305,10,0000900095,1000,23,48.36,1112.28
4500000305,20,0000900174,2000,33,11.14,367.62
4500000305,30,0000900002,2010,29,5.24,151.96
4500000306,10,0000900127,1000,36,169.26,6093.36
4500000307,10,0000900279,2000,7,9.78,68.46
4500000308,10,0000900156,1010,4,24.9,99.6
4500000308,20,0000900169,2010,28,26.09,730.52
4500000309,10,0000900134,1000,13,66.84,868.92
4500000309,20,0000900198,2010,18,20.94,376.92
4500000309,30,0000900012,1010,39,46.39,1809.21
4500000309,40,0000900104,2010,44,35.88,1578.72
4500000310,10,0000900253,1020,49,18.62,912.38
4500000310,20,0000900288,1020,36,29.13,1048.68
4500000310,30,0000900000,1000,38,8.16,310.08
4500000310,40,0000900246,1010,22,84.06,1849.32
4500000311,10,0000900074,2000,39,10.1,393.9
4500000311,20,0000900199,2000,9,35.72,321.48
4500000311,30,0000900070,1010,1,49.15,49.15
4500000311,40,0000900018,1010,45,35.19,1583.55
4500000312,10,0000900100,1020,8,125.86,1006.88
4500000312,20,0000900119,2010,21,45.91,964.11
4500000313,10,0000900041,1020,11,162.03,1782.33
4500000314,10,0000900260,1000,39,18.29,713.31
4500000314,20,0000900210,1010,12,21.73,260.76
4500000315,10,0000900212,2000,28,15.65,438.2
4500000315,20,0000900122,1020,34,18.05,613.7
4500000316,10,0000900163,1020,29,31.48,912.92
4500000316,20,0000900126,1020,19,2.42,45.98
4500000316,30,0000900096,2000,13,15.42,200.46
4500000317,10,0000900293,1000,9,30.32,272.88
4500000317,20,0000900228,2000,42,7.12,299.04
4500000317,30,0000900054,1010,21,3.8,79.8
4500000317,40,0000900275,1020,18,13.47,242.46
4500000318,10,0000900263,1000,46,12.4,570.4
4500000318,20,0000900035,2010,36,15.97,574.92
4500000318,30,0000900057,2010,9,79.33,713.97
4500000319,10,0000900120,1000,24,8.19,196.56
4500000319,20,0000900070,1010,21,51.96,1091.16
4500000319,30,0000900288,1020,48,30.85,1480.8
4500000319,40,0000900012,1010,19,42.06,799.14
4500000320,10,0000900251,1010,41,24.44,1002.04
4500000321,10,0000900241,2010,2,117.64,235.28
4500000321,20,0000900102,2000,47,36.52,1716.44
4500000321,30,0000900259,1020,35,6.07,212.45
4500000321,40,0000900276,1010,24,14.12,338.88
4500000322,10,0000900155,2000,7,93.54,654.78
4500000322,20,0000900019,1010,7,50.27,351.89
4500000323,10,0000900220,2010,46,62.84,2890.64
4500000323,20,0000900207,1010,17,14.46,245.82
4500000324,10,0000900172,2000,5,6.2,31.0
4500000324,20,0000900093,2010,16,12.92,206.72
4500000324,30,0000900033,1000,19,51.32,975.08
4500000325,10,0000900098,1010,38,21.46,815.48
4500000325,20,0000900056,1020,27,25.31,683.37
4500000325,30,0000900083,2000,26,13.88,360.88
4500000325,40,0000900142,1000,10,6.58,65.8
4500000326,10,0000900231,2010,40,63.05,2522.0
4500000326,20,0000900099,1010,19,170.11,3232.09
4500000327,10,0000900005,1020,17,78.78,1339.26
4500000327,20,0000900225,1000,21,10.76,225.96
4500000328,10,0000900013,2000,32,33.76,1080.32
4500000328,20,0000900059,2000,11,46.22,508.42
4500000329,10,0000900131,2010,25,36.93,923.25
4500000329,20,0000900135,2000,11,4.51,49.61
4500000329,30,0000900225,1000,48,10.63,510.24
4500000330,10,0000900291,2000,5,20.37,101.85
4500000331,10,0000900169,2010,21,27.76,582.96
4500000331,20,0000900145,1020,4,5.78,23.12
4500000331,30,0000900075,1000,30,46.08,1382.4
4500000331,40,0000900230,1010,17,1.79,30.43
4500000332,10,0000900230,1010,35,1.64,57.4
4500000332,20,0000900123,1020,34,70.31,2390.54
4500000332,30,0000900049,1010,17,153.06,2602.02
4500000332,40,0000900143,1020,45,34.76,1564.2
4500000333,10,0000900223,1020,40,54.22,2168.8
4500000334,10,0000900044,2000,18,18.55,333.9
4500000334,20,0000900086,1020,38,13.36,507.68
4500000335,10,0000900135,2000,11,4.12,45.32
4500000336,10,0000900169,2010,19,27.31,518.89
4500000336,20,0000900252,1000,3,26.69,80.07
4500000336,30,0000900282,1020,28,29.56,827.68
4500000336,40,0000900190,2010,29,11.74,340.46
4500000337,10,0000900142,1000,44,6.22,273.68
4500000337,20,0000900085,1010,26,24.17,628.42
4500000337,30,0000900284,2010,13,6.4,83.2
4500000337,40,0000900026,1000,27,6.72,181.44
4500000338,10,0000900132,2010,32,18.67,597.44
4500000338,20,0000900255,1000,27,106.13,2865.51
4500000338,30,0000900074,2000,35,10.18,356.3
4500000338,40,0000900258,1000,33,39.31,1297.23
4500000339,10,0000900298,2000,30,6.69,200.7
4500000339,20,0000900257,2000,32,78.4,2508.8
4500000339,30,0000900260,1000,20,17.54,350.8
4500000340,10,0000900191,2000,27,97.95,2644.65
4500000340,20,0000900106,1000,41,13.2,541.2
4500000340,30,0000900172,2000,20,6.49,129.8
4500000340,40,0000900101,1010,8,103.04,824.32
4500000341,10,0000900109,2000,38,4.19,159.22
4500000341,20,0000900168,2000,41,45.48,1864.68
4500000341,30,0000900084,1000,41,8.78,359.98
4500000342,10,0000900241,2010,8,115.82,926.56
4500000343,10,0000900022,1010,7,3.3,23.1
4500000344,10,0000900079,1010,13,51.28,666.64
4500000344,20,0000900216,2010,5,47.16,235.8
4500000344,30,0000900083,2000,35,12.39,433.65
4500000345,10,0000900149,2000,8,12.03,96.24
4500000345,20,0000900231,2010,1,66.97,66.97
4500000345,30,0000900178,1000,14,178.71,2501.94
4500000346,10,0000900055,2010,24,5.81,139.44
4500000346,20,0000900058,1000,22,15.93,350.46
4500000346,30,0000900188,2000,41,22.4,918.4
4500000347,10,0000900131,2010,21,34.89,732.69
4500000348,10,0000900129,2000,37,306.49,11340.13
4500000348,20,0000900054,1010,35,3.59,125.65
4500000349,10,0000900236,1000,2,41.77,83.54
4500000349,20,0000900136,1010,28,12.19,341.32
4500000349,30,0000900079,1010,25,45.51,1137.75
4500000349,40,0000900086,1020,6,13.38,80.28
4500000350,10,0000900263,1000,17,10.81,183.77
4500000350,20,0000900087,1000,29,14.66,425.14
4500000350,30,0000900179,2010,15,56.09,841.35
4500000350,40,0000900197,2010,2,7.57,15.14
4500000351,10,0000900194,1020,1,25.39,25.39
4500000351,20,0000900158,1020,48,9.72,466.56
4500000352,10,0000900043,2000,37,122.17,4520.29
4500000352,20,0000900110,1000,30,14.44,433.2
4500000352,30,0000900109,2000,42,4.36,183.12
4500000352,40,0000900067,1020,16,24.27,388.32
4500000353,10,0000900138,1010,24,30.0,720.0
4500000354,10,0000900076,1020,31,42.97,1332.07
4500000355,10,0000900259,1020,11,6.8,74.8
4500000356,10,0000900268,1000,31,53.23,1650.13
4500000357,10,0000900248,2010,37,24.38,902.06
4500000357,20,0000900059,2000,43,41.21,1772.03
4500000358,10,0000900267,1000,38,15.08,573.04
4500000358,20,0000900143,1020,32,32.42,1037.44
4500000359,10,0000900112,1010,10,26.2,262.0
4500000360,10,0000900250,2010,30,45.1,1353.0
4500000360,20,0000900051,1000,27,13.95,376.65
4500000360,30,0000900180,2010,33,8.82,291.06
4500000360,40,0000900025,2010,21,91.76,1926.96
4500000361,10,0000900226,1000,36,16.72,601.92
4500000362,10,0000900138,1010,27,33.76,911.52
4500000363,10,0000900140,1020,25,4.41,110.25
4500000364,10,0000900294,1000,11,19.71,216.81
4500000364,20,0000900129,2000,2,297.28,594.56
4500000365,10,0000900034,1000,10,27.77,277.7
4500000366,10,0000900234,1010,26,4.38,113.88
4500000366,20,0000900263,1000,3,12.29,36.87
4500000366,30,0000900135,2000,16,4.14,66.24
4500000367,10,0000900296,1010,42,83.41,3503.22
4500000367,20,0000900190,2010,1,11.83,11.83
4500000367,30,0000900290,2000,9,61.74,555.66
4500000368,10,0000900066,1010,28,10.95,306.6
4500000369,10,0000900100,1020,11,121.6,1337.6
4500000369,20,0000900275,1020,15,13.55,203.25
4500000370,10,0000900094,2010,10,6.82,68.2
4500000370,20,0000900119,2010,26,45.11,1172.86
4500000370,30,0000900223,1020,6,53.75,322.5
4500000371,10,0000900276,1010,1,14.41,14.41
4500000371,20,0000900123,1020,21,75.02,1575.42
4500000372,10,0000900021,1010,16,41.97,671.52
4500000373,10,0000900007,1020,1,167.54,167.54
4500000373,20,0000900139,2010,43,281.9,12121.7
4500000373,30,0000900154,2010,33,10.79,356.07
4500000373,40,0000900203,1020,28,9.2,257.6
4500000374,10,0000900178,1000,27,169.84,4585.68
4500000374,20,0000900263,1000,38,12.38,470.44
4500000375,10,0000900189,1020,38,28.94,1099.72
4500000375,20,0000900102,2000,37,35.0,1295.0
4500000375,30,0000900130,1020,1,156.21,156.21
4500000375,40,0000900162,2000,1,183.91,183.91
4500000376,10,0000900233,1000,15,8.57,128.55
4500000376,20,0000900229,1010,6,2.69,16.14
4500000376,30,0000900139,2010,32,274.19,8774.08
4500000377,10,0000900036,2000,29,21.18,614.22
4500000377,20,0000900296,1010,29,83.11,2410.19
4500000377,30,0000900102,2000,32,36.6,1171.2
4500000377,40,0000900267,1000,16,17.12,273.92
4500000378,10,0000900088,2000,17,56.92,967.64
4500000379,10,0000900138,1010,14,30.63,428.82
4500000379,20,0000900149,2000,9,10.47,94.23
4500000380,10,0000900217,1010,12,14.48,173.76
4500000380,20,0000900202,2010,27,15.85,427.95
4500000381,10,0000900240,2000,26,23.54,612.04
4500000381,20,0000900209,1000,2,23.77,47.54
4500000382,10,0000900264,1020,4,6.93,27.72
4500000382,20,0000900232,1010,42,60.14,2525.88
4500000382,30,0000900153,1010,10,3.3,33.0
4500000382,40,0000900055,2010,26,6.59,171.34
4500000383,10,0000900239,2000,2,49.63,99.26
4500000384,10,0000900035,2010,16,15.35,245.6
4500000384,20,0000900082,2000,49,24.21,1186.29
4500000384,30,0000900165,1000,41,27.26,1117.66
4500000385,10,0000900171,2010,35,4.17,145.95
4500000386,10,0000900129,2000,29,282.22,8184.38
4500000386,20,0000900058,1000,40,16.95,678.0
4500000386,30,0000900292,1000,1,15.22,15.22
4500000387,10,0000900103,2000,16,19.11,305.76
4500000387,20,0000900279,2000,39,8.9,347.1
4500000388,10,0000900063,1010,46,25.94,1193.24
4500000388,20,0000900150,1010,10,37.53,375.3
4500000388,30,0000900165,1000,12,31.81,381.72
4500000389,10,0000900264,1020,17,6.75,114.75
4500000389,20,0000900133,2010,24,47.02,1128.48
4500000389,30,0000900042,2000,21,13.24,278.04
4500000389,40,0000900036,2000,39,19.97,778.83
4500000390,10,0000900004,1020,6,1.41,8.46
4500000390,20,0000900200,2010,34,9.9,336.6
4500000390,30,0000900124,1000,15,70.41,1056.15
4500000390,40,0000900163,1020,15,33.26,498.9
4500000391,10,0000900070,1010,30,47.28,1418.4
4500000391,20,0000900098,1010,39,20.98,818.22
4500000392,10,0000900151,1000,29,64.29,1864.41
4500000392,20,0000900030,1020,39,3.49,136.11
4500000393,10,0000900244,1020,30,71.95,2158.5
4500000393,20,0000900050,1020,17,124.09,2109.53
4500000393,30,0000900267,1000,45,14.92,671.4
4500000394,10,0000900053,1000,11,15.34,168.74
4500000395,10,0000900126,1020,24,2.34,56.16
4500000395,20,0000900106,1000,26,13.65,354.9
4500000395,30,0000900125,2000,48,5.61,269.28
4500000395,40,0000900261,1020,31,10.93,338.83
4500000396,10,0000900013,2000,8,33.45,267.6
4500000396,20,0000900110,1000,30,14.93,447.9
4500000396,30,0000900298,2000,31,7.18,222.58
4500000396,40,0000900065,1000,28,14.99,419.72
4500000397,10,0000900118,1000,30,38.48,1154.4
4500000397,20,0000900101,1010,3,120.58,361.74
4500000398,10,0000900174,2000,30,11.16,334.8
4500000398,20,0000900091,2000,12,117.62,1411.44
4500000398,30,0000900298,2000,5,6.46,32.3
4500000399,10,0000900230,1010,39,1.58,61.62
4500000400,10,0000900073,1000,34,22.77,774.18
4500000400,20,0000900223,1020,35,51.83,1814.05
4500000401,10,0000900235,1000,37,83.45,3087.65
4500000401,20,0000900038,1020,21,9.96,209.16
4500000401,30,0000900039,1000,23,479.27,11023.21
4500000402,10,0000900171,2010,1,4.57,4.57
4500000402,20,0000900147,2010,47,13.39,629.33
4500000402,30,0000900288,1020,2,31.32,62.64
4500000402,40,0000900012,1010,49,47.0,2303.0
4500000403,10,0000900298,2000,47,6.7,314.9
4500000403,20,0000900224,1010,35,1.33,46.55
4500000403,30,0000900086,1020,20,14.58,291.6
4500000404,10,0000900259,1020,25,6.91,172.75
4500000405,10,0000900119,2010,47,41.86,1967.42
4500000405,20,0000900260,1000,22,18.05,397.1
4500000405,30,0000900174,2000,24,11.36,272.64
4500000405,40,0000900091,2000,12,126.3,1515.6
4500000406,10,0000900177,1020,15,2.35,35.25
4500000406,20,0000900150,1010,9,33.2,298.8
4500000406,30,0000900207,1010,31,15.66,485.46
4500000406,40,0000900155,2000,44,101.96,4486.24
4500000407,10,0000900122,1020,12,18.65,223.8
4500000407,20,0000900140,1020,49,3.85,188.65
4500000407,30,0000900213,1010,15,6.54,98.1
4500000407,40,0000900149,2000,8,11.06,88.48
4500000408,10,0000900281,1000,24,12.04,288.96
4500000408,20,0000900213,1010,12,6.65,79.8
4500000408,30,0000900204,1010,20,73.74,1474.8
4500000409,10,0000900074,2000,29,9.94,288.26
4500000409,20,0000900021,1010,30,44.55,1336.5
4500000409,30,0000900184,2000,44,21.21,933.24
4500000409,40,0000900201,1020,17,64.12,1090.04
4500000410,10,0000900117,1010,42,12.39,520.38
4500000410,20,0000900064,2000,14,7.03,98.42
4500000410,30,0000900057,2010,1,80.17,80.17
4500000410,40,0000900210,1010,4,21.06,84.24
4500000411,10,0000900055,2010,3,6.42,19.26
4500000411,20,0000900181,2000,45,22.86,1028.7
4500000412,10,0000900019,1010,44,46.83,2060.52
4500000413,10,0000900144,1000,8,12.72,101.76
4500000413,20,0000900287,1000,10,5.06,50.6
4500000413,30,0000900119,2010,43,42.06,1808.58
4500000414,10,0000900231,2010,30,60.97,1829.1
4500000414,20,0000900010,1010,16,3.91,62.56
4500000415,10,0000900011,2010,9,8.6,77.4
4500000416,10,0000900058,1000,35,16.04,561.4
4500000416,20,0000900261,1020,29,12.21,354.09
4500000417,10,0000900207,1010,35,16.32,571.2
4500000418,10,0000900147,2010,43,14.95,642.85
4500000419,10,0000900243,1010,23,39.26,902.98
4500000419,20,0000900104,2010,2,39.49,78.98
4500000419,30,0000900224,1010,22,1.3,28.6
4500000419,40,0000900230,1010,32,1.74,55.68
4500000420,10,0000900294,1000,29,20.91,606.39
4500000420,20,0000900103,2000,20,18.07,361.4
4500000420,30,0000900262,2010,32,8.04,257.28
4500000421,10,0000900169,2010,1,27.74,27.74
4500000421,20,0000900147,2010,2,14.84,29.68
4500000421,30,0000900119,2010,45,45.23,2035.35
4500000422,10,0000900119,2010,9,45.41,408.69
4500000422,20,0000900104,2010,34,35.46,1205.64
4500000422,30,0000900210,1010,31,23.43,726.33
4500000422,40,0000900103,2000,21,17.14,359.94
4500000423,10,0000900110,1000,46,13.35,614.1
4500000423,20,0000900167,2000,26,5.7,148.2
4500000423,30,0000900148,2000,28,7.32,204.96
4500000423,40,0000900287,1000,31,5.42,168.02
4500000424,10,0000900064,2000,44,6.42,282.48
4500000424,20,0000900247,1020,14,42.05,588.7
4500000424,30,0000900042,2000,33,13.43,443.19
4500000424,40,0000900291,2000,30,18.75,562.5
4500000425,10,0000900130,1020,40,152.97,6118.8
4500000425,20,0000900296,1010,18,95.48,1718.64
4500000426,10,0000900015,1020,24,150.27,3606.48
4500000427,10,0000900254,2000,41,28.13,1153.33
4500000427,20,0000900274,2010,20,3.99,79.8
4500000427,30,0000900209,1000,26,23.57,612.82
4500000428,10,0000900135,2000,13,4.07,52.91
4500000428,20,0000900155,2000,21,95.35,2002.35
4500000429,10,0000900095,1000,16,45.54,728.64
4500000430,10,0000900041,1020,41,171.19,7018.79
4500000430,20,0000900204,1010,16,69.59,1113.44
4500000430,30,0000900144,1000,44,13.11,576.84
4500000431,10,0000900212,2000,38,15.36,583.68
4500000431,20,0000900175,2000,22,11.24,247.28
4500000431,30,0000900125,2000,19,5.46,103.74
4500000431,40,0000900173,2000,1,19.8,19.8
4500000432,10,0000900192,1000,36,9.96,358.56
4500000432,20,0000900138,1010,31,29.86,925.66
4500000432,30,0000900201,1020,44,70.98,3123.12
4500000432,40,0000900126,1020,1,2.4,2.4
4500000433,10,0000900275,1020,13,14.54,189.02
4500000433,20,0000900248,2010,36,25.01,900.36
4500000434,10,0000900144,1000,43,13.35,574.05
4500000434,20,0000900045,1000,34,9.38,318.92
4500000434,30,0000900096,2000,24,13.38,321.12
4500000435,10,0000900054,1010,36,3.35,120.6
4500000435,20,0000900080,1010,48,16.7,801.6
4500000436,10,0000900201,1020,12,65.67,788.04
4500000436,20,0000900231,2010,45,61.9,2785.5
4500000437,10,0000900014,2000,16,2.42,38.72
4500000437,20,0000900179,2010,47,61.06,2869.82
4500000438,10,0000900065,1000,26,17.02,442.52
4500000438,20,0000900213,1010,17,7.16,121.72
4500000439,10,0000900015,1020,4,166.96,667.84
4500000440,10,0000900026,1000,41,6.39,261.99
4500000440,20,0000900196,2000,29,233.67,6776.43
4500000440,30,0000900068,1010,33,84.09,2774.97
4500000440,40,0000900171,2010,9,4.5,40.5
4500000441,10,0000900190,2010,6,11.57,69.42
4500000441,20,0000900169,2010,8,24.18,193.44
4500000441,30,0000900019,1010,2,52.13,104.26
4500000442,10,0000900163,1020,22,30.95,680.9
4500000443,10,0000900166,1000,30,26.01,780.3
4500000443,20,0000900208,2000,46,20.06,922.76
4500000443,30,0000900133,2010,10,47.93,479.3
4500000444,10,0000900259,1020,43,5.97,256.71
4500000444,20,0000900206,1010,22,105.06,2311.32
4500000444,30,0000900051,1000,23,13.62,313.26
4500000445,10,0000900100,1020,44,121.75,5357.0
4500000445,20,0000900014,2000,40,2.58,103.2
4500000445,30,0000900068,1010,5,89.61,448.05
4500000446,10,0000900261,1020,12,12.16,145.92
4500000447,10,0000900153,1010,6,3.62,21.72
4500000447,20,0000900066,1010,32,11.85,379.2
4500000448,10,0000900244,1020,13,73.99,961.87
4500000448,20,0000900092,1020,25,7.65,191.25
4500000449,10,0000900186,2010,40,19.87,794.8
4500000450,10,0000900064,2000,1,6.15,6.15
4500000450,20,0000900233,1000,5,9.2,46.0
4500000451,10,0000900204,1010,36,69.73,2510.28
4500000451,20,0000900084,1000,15,8.93,133.95
4500000452,10,0000900206,1010,38,95.63,3633.94
4500000452,20,0000900015,1020,12,159.4,1912.8
4500000452,30,0000900128,1010,38,1.53,58.14
4500000453,10,0000900096,2000,35,13.28,464.8
4500000453,20,0000900084,1000,5,8.79,43.95
4500000453,30,0000900106,1000,30,12.4,372.0
